request_id,position,item_id,score,reason_code
282,8,792,0.250254,similar_items
282,9,291,0.198458,price_drop
282,10,263,0.158541,complementary
283,1,1153,0.919554,new_arrival
283,2,527,0.814678,similar_items
283,3,1186,0.476524,price_drop
283,4,142,0.425577,similar_items
283,5,219,0.379466,complementary
283,6,863,0.355340,popular
283,7,658,0.325354,price_drop
283,8,109,0.251359,popular
283,9,1151,0.164710,popular
283,10,39,0.086297,similar_items
284,1,246,0.919022,new_arrival
284,2,1181,0.906130,complementary
284,3,927,0.892022,similar_items
284,4,255,0.475742,new_arrival
284,5,1179,0.406672,popular
284,6,85,0.374226,popular
284,7,185,0.285733,popular
284,8,239,0.137973,popular
284,9,995,0.107291,popular
284,10,438,0.082646,new_arrival
285,1,609,0.887162,popular
285,2,1127,0.876363,popular
285,3,809,0.682808,similar_items
285,4,220,0.510373,popular
285,5,323,0.496210,complementary
285,6,1193,0.460127,complementary
285,7,925,0.260598,similar_items
285,8,57,0.206031,popular
285,9,192,0.124284,similar_items
285,10,544,0.103181,popular
286,1,495,0.782269,price_drop
286,2,492,0.752775,price_drop
286,3,998,0.669149,new_arrival
286,4,195,0.662444,popular
286,5,207,0.609792,similar_items
286,6,668,0.506409,popular
286,7,475,0.404553,popular
286,8,694,0.314094,popular
286,9,95,0.124216,popular
286,10,605,0.072157,complementary
287,1,601,0.792611,complementary
287,2,345,0.764998,similar_items
287,3,1102,0.731887,similar_items
287,4,795,0.663593,similar_items
287,5,525,0.609825,price_drop
287,6,900,0.570853,complementary
287,7,899,0.418208,popular
287,8,2,0.415280,price_drop
287,9,1190,0.187335,price_drop
287,10,871,0.126156,new_arrival
288,1,456,0.827544,similar_items
288,2,649,0.732244,price_drop
288,3,296,0.531127,similar_items
288,4,204,0.382451,similar_items
288,5,168,0.361306,similar_items
288,6,543,0.209482,similar_items
288,7,437,0.191214,similar_items
288,8,253,0.149886,similar_items
288,9,821,0.128284,similar_items
288,10,243,0.111474,similar_items
289,1,77,0.967224,complementary
289,2,242,0.935374,complementary
289,3,563,0.875243,similar_items
289,4,443,0.712638,price_drop
289,5,162,0.698290,price_drop
289,6,448,0.658741,new_arrival
289,7,813,0.373101,price_drop
289,8,490,0.328339,popular
289,9,812,0.173340,similar_items
289,10,724,0.087141,price_drop
290,1,1075,0.819897,popular
290,2,723,0.804961,complementary
290,3,376,0.730519,similar_items
290,4,157,0.690226,similar_items
290,5,768,0.687805,popular
290,6,299,0.604705,popular
290,7,1141,0.460471,popular
290,8,996,0.394142,complementary
290,9,1165,0.308131,complementary
290,10,231,0.277826,popular
291,1,360,0.828213,popular
291,2,94,0.806216,popular
291,3,740,0.561985,similar_items
291,4,900,0.561087,popular
291,5,128,0.255232,new_arrival
291,6,531,0.159526,popular
291,7,16,0.157834,popular
291,8,508,0.152329,price_drop
291,9,620,0.095011,complementary
291,10,758,0.084135,complementary
292,1,43,0.826922,price_drop
292,2,1155,0.647571,similar_items
292,3,572,0.602199,new_arrival
292,4,497,0.593097,popular
292,5,1107,0.484936,similar_items
292,6,336,0.479307,complementary
292,7,754,0.478645,similar_items
292,8,593,0.312183,similar_items
292,9,1123,0.301879,price_drop
292,10,367,0.117227,similar_items
293,1,585,0.945644,new_arrival
293,2,155,0.810107,similar_items
293,3,660,0.705057,price_drop
293,4,30,0.486713,similar_items
293,5,718,0.428056,similar_items
293,6,480,0.403434,similar_items
293,7,790,0.333523,complementary
293,8,229,0.270458,similar_items
293,9,187,0.230114,popular
293,10,1157,0.080550,complementary
294,1,1179,0.805697,price_drop
294,2,382,0.774516,new_arrival
294,3,35,0.725995,similar_items
294,4,986,0.724140,similar_items
294,5,43,0.518669,similar_items
294,6,907,0.482910,similar_items
294,7,644,0.395613,complementary
294,8,655,0.310755,complementary
294,9,1086,0.218346,similar_items
294,10,424,0.145458,similar_items
295,1,794,0.931807,similar_items
295,2,267,0.844057,similar_items
295,3,118,0.802999,similar_items
295,4,595,0.767146,similar_items
295,5,354,0.653948,new_arrival
295,6,390,0.633201,similar_items
295,7,687,0.536387,price_drop
295,8,7,0.411154,popular
295,9,518,0.369164,popular
295,10,576,0.359845,popular
296,1,388,0.957536,similar_items
296,2,1029,0.942677,new_arrival
296,3,35,0.693978,complementary
296,4,544,0.633168,similar_items
296,5,540,0.514449,similar_items
296,6,680,0.443451,new_arrival
296,7,762,0.335816,complementary
296,8,885,0.296463,similar_items
296,9,1155,0.134091,similar_items
296,10,65,0.085571,new_arrival
297,1,310,0.728208,price_drop
297,2,691,0.596902,price_drop
297,3,138,0.517317,popular
297,4,183,0.411076,popular
297,5,1119,0.274384,complementary
297,6,470,0.247021,popular
297,7,1039,0.161630,popular
297,8,392,0.125605,similar_items
297,9,967,0.078591,popular
297,10,759,0.072441,popular
298,1,934,0.864076,popular
298,2,929,0.654747,popular
298,3,896,0.580793,complementary
298,4,230,0.460430,price_drop
298,5,381,0.454326,similar_items
298,6,194,0.451840,popular
298,7,652,0.343920,similar_items
298,8,1196,0.304334,similar_items
298,9,668,0.243769,price_drop
298,10,420,0.226213,popular
299,1,1066,0.916762,popular
299,2,187,0.838022,similar_items
299,3,1143,0.779384,popular
299,4,847,0.744006,price_drop
299,5,730,0.736574,similar_items
299,6,1170,0.375541,complementary
299,7,984,0.301969,similar_items
299,8,1027,0.287688,new_arrival
299,9,1117,0.228494,price_drop
299,10,711,0.203788,popular
300,1,204,0.977423,similar_items
300,2,664,0.944203,similar_items
300,3,283,0.791454,price_drop
300,4,1127,0.499975,popular
300,5,455,0.465580,similar_items
300,6,419,0.366033,similar_items
300,7,236,0.265838,similar_items
300,8,152,0.231115,similar_items
300,9,297,0.224986,popular
300,10,970,0.125273,popular
301,1,163,0.979708,complementary
301,2,441,0.894984,similar_items
301,3,390,0.883176,similar_items
301,4,864,0.608901,similar_items
301,5,1108,0.582282,popular
301,6,700,0.517456,similar_items
301,7,723,0.294697,similar_items
301,8,292,0.269624,complementary
301,9,329,0.103787,complementary
301,10,538,0.090642,similar_items
302,1,139,0.884517,similar_items
302,2,491,0.728804,complementary
302,3,1076,0.498839,price_drop
302,4,717,0.424806,popular
302,5,930,0.401785,popular
302,6,665,0.297182,similar_items
302,7,371,0.242968,new_arrival
302,8,1050,0.229130,popular
302,9,762,0.182078,similar_items
302,10,6,0.114376,new_arrival
303,1,278,0.988473,new_arrival
303,2,639,0.746128,popular
303,3,161,0.704640,similar_items
303,4,1184,0.704123,popular
303,5,1078,0.679703,similar_items
303,6,638,0.628212,popular
303,7,350,0.541034,popular
303,8,616,0.436577,similar_items
303,9,710,0.171074,price_drop
303,10,888,0.110273,similar_items
304,1,378,0.987319,popular
304,2,1132,0.940135,popular
304,3,31,0.936179,price_drop
304,4,443,0.779406,similar_items
304,5,164,0.719404,complementary
304,6,226,0.618864,popular
304,7,733,0.587566,similar_items
304,8,206,0.525559,similar_items
304,9,223,0.201780,similar_items
304,10,836,0.152348,similar_items
305,1,17,0.832991,similar_items
305,2,215,0.818747,similar_items
305,3,12,0.786158,complementary
305,4,358,0.777034,popular
305,5,114,0.705667,popular
305,6,1055,0.577943,similar_items
305,7,860,0.510746,new_arrival
305,8,631,0.448733,similar_items
305,9,739,0.233944,popular
305,10,368,0.113708,complementary
306,1,974,0.971898,complementary
306,2,550,0.744000,complementary
306,3,614,0.709173,similar_items
306,4,641,0.509683,similar_items
306,5,933,0.446315,new_arrival
306,6,973,0.421574,popular
306,7,984,0.286078,similar_items
306,8,261,0.198326,similar_items
306,9,227,0.117935,popular
306,10,878,0.070042,similar_items
307,1,948,0.931344,popular
307,2,884,0.898630,similar_items
307,3,342,0.891169,new_arrival
307,4,1193,0.835286,similar_items
307,5,822,0.723844,similar_items
307,6,192,0.615401,price_drop
307,7,1093,0.473834,new_arrival
307,8,1149,0.423670,similar_items
307,9,1026,0.378094,popular
307,10,850,0.136381,similar_items
308,1,530,0.940375,popular
308,2,463,0.858397,similar_items
308,3,26,0.833394,similar_items
308,4,943,0.606193,price_drop
308,5,644,0.595095,price_drop
308,6,1162,0.523466,price_drop
308,7,969,0.444843,popular
308,8,612,0.332923,new_arrival
308,9,1092,0.305386,price_drop
308,10,962,0.252615,complementary
309,1,244,0.982352,new_arrival
309,2,989,0.909651,price_drop
309,3,160,0.896696,popular
309,4,32,0.778409,price_drop
309,5,403,0.710379,similar_items
309,6,998,0.640030,popular
309,7,557,0.400438,new_arrival
309,8,819,0.339682,popular
309,9,706,0.181200,similar_items
309,10,500,0.141475,popular
310,1,727,0.933386,new_arrival
310,2,38,0.871574,popular
310,3,550,0.829986,complementary
310,4,1052,0.761895,popular
310,5,958,0.705718,complementary
310,6,875,0.472860,similar_items
310,7,920,0.461153,new_arrival
310,8,530,0.418100,popular
310,9,926,0.322102,price_drop
310,10,186,0.106816,popular
311,1,203,0.967728,popular
311,2,977,0.955920,popular
311,3,219,0.697489,similar_items
311,4,433,0.674351,popular
311,5,158,0.575806,similar_items
311,6,211,0.424615,popular
311,7,975,0.348393,complementary
311,8,771,0.148580,popular
311,9,994,0.091126,new_arrival
311,10,699,0.078220,price_drop
312,1,313,0.980625,similar_items
312,2,614,0.959783,similar_items
312,3,662,0.907181,complementary
312,4,402,0.900108,popular
312,5,802,0.887808,similar_items
312,6,758,0.763661,popular
312,7,432,0.477976,popular
312,8,713,0.462814,similar_items
312,9,575,0.286921,complementary
312,10,598,0.181661,popular
313,1,637,0.950542,similar_items
313,2,595,0.948658,popular
313,3,623,0.774434,price_drop
313,4,349,0.619943,price_drop
313,5,973,0.527532,similar_items
313,6,324,0.428399,price_drop
313,7,565,0.425723,similar_items
313,8,1133,0.388136,popular
313,9,108,0.365814,similar_items
313,10,822,0.327703,popular
314,1,29,0.907576,similar_items
314,2,142,0.890779,popular
314,3,1060,0.843282,similar_items
314,4,426,0.524429,similar_items
314,5,1114,0.508964,similar_items
314,6,274,0.493009,similar_items
314,7,219,0.479580,popular
314,8,105,0.273058,complementary
314,9,162,0.166305,complementary
314,10,791,0.140003,popular
315,1,205,0.939319,similar_items
315,2,732,0.906245,new_arrival
315,3,570,0.868562,similar_items
315,4,606,0.853099,popular
315,5,448,0.575255,complementary
315,6,380,0.478259,similar_items
315,7,869,0.356919,price_drop
315,8,193,0.272206,similar_items
315,9,426,0.233726,new_arrival
315,10,813,0.114656,popular
316,1,1081,0.989046,complementary
316,2,258,0.945879,complementary
316,3,633,0.930137,similar_items
316,4,706,0.898497,price_drop
316,5,121,0.872375,similar_items
316,6,32,0.795632,complementary
316,7,556,0.698133,similar_items
316,8,1029,0.696875,similar_items
316,9,45,0.540146,popular
316,10,398,0.232002,complementary
317,1,735,0.981825,similar_items
317,2,125,0.916936,similar_items
317,3,272,0.621885,popular
317,4,927,0.474338,new_arrival
317,5,301,0.395892,popular
317,6,402,0.229751,popular
317,7,1021,0.209678,similar_items
317,8,699,0.169844,similar_items
317,9,876,0.144621,popular
317,10,912,0.070995,popular
318,1,249,0.955432,price_drop
318,2,1012,0.900806,price_drop
318,3,578,0.877752,price_drop
318,4,1110,0.874011,price_drop
318,5,315,0.646832,similar_items
318,6,1144,0.431530,price_drop
318,7,819,0.416376,popular
318,8,556,0.337274,similar_items
318,9,128,0.298857,similar_items
318,10,708,0.085356,price_drop
319,1,720,0.868081,popular
319,2,697,0.829434,similar_items
319,3,1051,0.720008,similar_items
319,4,682,0.706619,popular
319,5,98,0.704812,popular
319,6,1136,0.582473,complementary
319,7,274,0.366467,complementary
319,8,80,0.185005,price_drop
319,9,128,0.136716,popular
319,10,740,0.110174,price_drop
320,1,408,0.936547,similar_items
320,2,11,0.688174,similar_items
320,3,306,0.472753,similar_items
320,4,1101,0.458732,complementary
320,5,1058,0.423842,similar_items
320,6,916,0.353368,similar_items
320,7,1119,0.242728,popular
320,8,847,0.195071,popular
320,9,733,0.173327,popular
320,10,972,0.111488,similar_items
321,1,476,0.764142,popular
321,2,118,0.667342,price_drop
321,3,68,0.614705,similar_items
321,4,1183,0.457974,popular
321,5,1193,0.391806,complementary
321,6,757,0.357485,similar_items
321,7,546,0.322881,complementary
321,8,493,0.305526,similar_items
321,9,870,0.249627,similar_items
321,10,618,0.238028,popular
322,1,403,0.748606,similar_items
322,2,276,0.692321,price_drop
322,3,980,0.452541,similar_items
322,4,112,0.384410,popular
322,5,540,0.372114,popular
322,6,104,0.344930,complementary
322,7,15,0.278813,similar_items
322,8,1097,0.239917,popular
322,9,462,0.213495,new_arrival
322,10,554,0.129162,popular
323,1,292,0.595924,complementary
323,2,1066,0.480789,popular
323,3,890,0.466394,similar_items
323,4,129,0.445111,new_arrival
323,5,1106,0.306479,price_drop
323,6,755,0.237054,complementary
323,7,335,0.234035,popular
323,8,1166,0.177408,popular
323,9,855,0.162856,popular
323,10,5,0.081918,similar_items
324,1,142,0.972146,price_drop
324,2,649,0.931233,similar_items
324,3,613,0.903066,similar_items
324,4,55,0.807079,popular
324,5,1134,0.806934,price_drop
324,6,719,0.686108,new_arrival
324,7,756,0.667422,new_arrival
324,8,946,0.651928,complementary
324,9,1033,0.325546,similar_items
324,10,559,0.216941,popular
325,1,495,0.904833,complementary
325,2,588,0.856230,popular
325,3,207,0.831047,complementary
325,4,674,0.799478,price_drop
325,5,475,0.712990,complementary
325,6,427,0.460051,price_drop
325,7,79,0.327224,complementary
325,8,1120,0.298568,similar_items
325,9,878,0.237545,similar_items
325,10,381,0.188239,popular
326,1,590,0.939356,popular
326,2,608,0.772581,similar_items
326,3,593,0.630450,price_drop
326,4,420,0.367558,popular
326,5,407,0.337305,similar_items
326,6,1089,0.318728,similar_items
326,7,572,0.317482,price_drop
326,8,899,0.224731,similar_items
326,9,272,0.137544,similar_items
326,10,239,0.076957,complementary
327,1,732,0.907133,popular
327,2,405,0.450589,new_arrival
327,3,82,0.389810,complementary
327,4,196,0.387137,complementary
327,5,416,0.348988,popular
327,6,475,0.305310,similar_items
327,7,469,0.196331,popular
327,8,1115,0.176409,similar_items
327,9,913,0.122171,similar_items
327,10,1127,0.098136,similar_items
328,1,1058,0.974463,complementary
328,2,870,0.961890,popular
328,3,1132,0.915136,complementary
328,4,242,0.862708,similar_items
328,5,1169,0.809749,similar_items
328,6,913,0.804577,similar_items
328,7,372,0.598530,similar_items
328,8,22,0.468771,similar_items
328,9,1185,0.356851,similar_items
328,10,1080,0.114823,popular
329,1,26,0.967944,complementary
329,2,473,0.938610,popular
329,3,612,0.866257,popular
329,4,805,0.732046,similar_items
329,5,27,0.702428,similar_items
329,6,943,0.632157,similar_items
329,7,1161,0.623331,popular
329,8,163,0.525765,complementary
329,9,895,0.198170,complementary
329,10,876,0.148867,new_arrival
330,1,724,0.948359,new_arrival
330,2,1055,0.706504,popular
330,3,860,0.693955,popular
330,4,504,0.618297,price_drop
330,5,798,0.613196,complementary
330,6,637,0.477801,similar_items
330,7,854,0.457984,complementary
330,8,60,0.367623,complementary
330,9,404,0.100681,popular
330,10,107,0.077615,complementary
331,1,778,0.815155,similar_items
331,2,1089,0.723643,price_drop
331,3,1013,0.708005,similar_items
331,4,732,0.686459,price_drop
331,5,100,0.472606,similar_items
331,6,791,0.448876,similar_items
331,7,825,0.286774,popular
331,8,164,0.200295,similar_items
331,9,747,0.161573,price_drop
331,10,623,0.124471,popular
332,1,392,0.982733,complementary
332,2,1119,0.927394,complementary
332,3,1132,0.875138,similar_items
332,4,858,0.730860,similar_items
332,5,294,0.554579,similar_items
332,6,896,0.453228,popular
332,7,470,0.248477,complementary
332,8,991,0.128962,price_drop
332,9,620,0.107928,similar_items
332,10,301,0.077847,similar_items
333,1,185,0.884467,similar_items
333,2,855,0.576082,price_drop
333,3,146,0.535495,price_drop
333,4,1121,0.523443,price_drop
333,5,988,0.453258,price_drop
333,6,402,0.413407,similar_items
333,7,438,0.390626,popular
333,8,239,0.344215,popular
333,9,85,0.310904,similar_items
333,10,1066,0.078642,similar_items
334,1,1051,0.921273,complementary
334,2,643,0.774122,popular
334,3,297,0.687529,popular
334,4,821,0.572067,price_drop
334,5,146,0.520569,similar_items
334,6,221,0.445020,similar_items
334,7,1046,0.203089,popular
334,8,30,0.198454,price_drop
334,9,1102,0.177847,price_drop
334,10,447,0.141584,similar_items
335,1,1030,0.987137,popular
335,2,716,0.947764,price_drop
335,3,781,0.862208,popular
335,4,559,0.760235,popular
335,5,678,0.425965,popular
335,6,956,0.377829,popular
335,7,50,0.356608,popular
335,8,476,0.282778,popular
335,9,388,0.213858,similar_items
335,10,527,0.202537,similar_items
336,1,236,0.908422,popular
336,2,283,0.854863,complementary
336,3,81,0.696656,similar_items
336,4,551,0.614407,new_arrival
336,5,146,0.487308,similar_items
336,6,939,0.476035,complementary
336,7,489,0.190055,similar_items
336,8,1021,0.129543,price_drop
336,9,152,0.125770,similar_items
336,10,65,0.110466,price_drop
337,1,867,0.856572,popular
337,2,566,0.845136,price_drop
337,3,585,0.745818,new_arrival
337,4,730,0.700303,similar_items
337,5,660,0.505469,popular
337,6,155,0.344760,popular
337,7,790,0.328051,complementary
337,8,1117,0.295225,new_arrival
337,9,802,0.156781,popular
337,10,1170,0.116471,popular
338,1,926,0.988969,popular
338,2,171,0.792983,popular
338,3,550,0.765794,popular
338,4,329,0.759928,popular
338,5,992,0.547987,similar_items
338,6,1133,0.545523,similar_items
338,7,749,0.516454,new_arrival
338,8,1131,0.464926,popular
338,9,1040,0.356872,new_arrival
338,10,800,0.111620,complementary
339,1,333,0.988862,new_arrival
339,2,270,0.895863,similar_items
339,3,707,0.886234,similar_items
339,4,91,0.609608,popular
339,5,852,0.503833,similar_items
339,6,589,0.330758,complementary
339,7,573,0.284985,complementary
339,8,1142,0.203051,similar_items
339,9,186,0.193205,similar_items
339,10,1041,0.171022,similar_items
340,1,228,0.946429,similar_items
340,2,262,0.888621,similar_items
340,3,774,0.781848,similar_items
340,4,554,0.572018,popular
340,5,276,0.475024,price_drop
340,6,781,0.368971,popular
340,7,885,0.272662,new_arrival
340,8,500,0.173036,similar_items
340,9,761,0.116170,complementary
340,10,88,0.113769,similar_items
341,1,12,0.903403,new_arrival
341,2,404,0.717277,popular
341,3,860,0.586449,similar_items
341,4,318,0.518012,similar_items
341,5,125,0.343519,price_drop
341,6,850,0.333984,price_drop
341,7,368,0.330942,similar_items
341,8,358,0.283186,similar_items
341,9,236,0.216681,new_arrival
341,10,631,0.192782,complementary
342,1,299,0.915627,similar_items
342,2,805,0.765853,similar_items
342,3,969,0.627905,similar_items
342,4,51,0.601004,complementary
342,5,27,0.323662,similar_items
342,6,63,0.317631,price_drop
342,7,527,0.276469,similar_items
342,8,1161,0.203426,similar_items
342,9,312,0.167884,similar_items
342,10,81,0.159950,popular
343,1,482,0.863696,new_arrival
343,2,2,0.718093,similar_items
343,3,69,0.709819,popular
343,4,690,0.650093,popular
343,5,7,0.567801,new_arrival
343,6,1190,0.272039,popular
343,7,906,0.193306,similar_items
343,8,821,0.138246,price_drop
343,9,525,0.105883,similar_items
343,10,682,0.085958,similar_items
344,1,276,0.950400,similar_items
344,2,997,0.856879,new_arrival
344,3,720,0.851966,similar_items
344,4,554,0.840300,similar_items
344,5,244,0.553908,popular
344,6,112,0.515149,similar_items
344,7,1069,0.388367,similar_items
344,8,104,0.253980,similar_items
344,9,417,0.149663,similar_items
344,10,904,0.130970,similar_items
345,1,153,0.905365,similar_items
345,2,1171,0.575441,popular
345,3,1092,0.554444,similar_items
345,4,816,0.521168,popular
345,5,507,0.520935,popular
345,6,1137,0.390324,similar_items
345,7,792,0.381086,similar_items
345,8,1180,0.238390,similar_items
345,9,762,0.174665,similar_items
345,10,427,0.121814,popular
346,1,188,0.918880,similar_items
346,2,339,0.855662,similar_items
346,3,1190,0.592889,price_drop
346,4,1112,0.553378,complementary
346,5,88,0.448305,similar_items
346,6,73,0.376918,popular
346,7,597,0.286412,complementary
346,8,795,0.223526,similar_items
346,9,799,0.210928,popular
346,10,436,0.093220,similar_items
347,1,351,0.767657,popular
347,2,1190,0.671621,price_drop
347,3,740,0.627266,price_drop
347,4,871,0.596795,similar_items
347,5,384,0.424765,new_arrival
347,6,601,0.416268,popular
347,7,7,0.362847,popular
347,8,208,0.244118,similar_items
347,9,597,0.234566,new_arrival
347,10,2,0.203237,similar_items
348,1,19,0.924229,popular
348,2,161,0.467944,similar_items
348,3,675,0.415742,popular
348,4,319,0.317882,similar_items
348,5,505,0.280487,popular
348,6,1074,0.236246,similar_items
348,7,278,0.215191,similar_items
348,8,126,0.131708,new_arrival
348,9,141,0.108548,popular
348,10,778,0.098614,similar_items
349,1,1106,0.979650,popular
349,2,367,0.773898,price_drop
349,3,1009,0.724790,similar_items
349,4,688,0.637969,complementary
349,5,335,0.565436,popular
349,6,965,0.453312,popular
349,7,220,0.320889,popular
349,8,129,0.307765,popular
349,9,175,0.258821,similar_items
349,10,702,0.071559,similar_items
350,1,1177,0.949425,similar_items
350,2,1126,0.852109,similar_items
350,3,851,0.814203,complementary
350,4,511,0.789258,price_drop
350,5,271,0.689796,similar_items
350,6,463,0.654266,similar_items
350,7,687,0.624542,popular
350,8,221,0.576314,complementary
350,9,323,0.330620,price_drop
350,10,1120,0.193642,complementary
351,1,967,0.978526,popular
351,2,475,0.960317,new_arrival
351,3,565,0.960286,similar_items
351,4,787,0.877205,similar_items
351,5,408,0.862086,popular
351,6,704,0.688511,complementary
351,7,14,0.501215,new_arrival
351,8,629,0.315280,new_arrival
351,9,521,0.184319,new_arrival
351,10,587,0.116177,popular
352,1,968,0.955167,complementary
352,2,606,0.938120,complementary
352,3,1168,0.779225,popular
352,4,867,0.775562,price_drop
352,5,770,0.406823,price_drop
352,6,359,0.208170,popular
352,7,856,0.146303,popular
352,8,193,0.117327,new_arrival
352,9,459,0.104104,similar_items
352,10,302,0.096259,complementary
353,1,302,0.821871,similar_items
353,2,1045,0.744387,popular
353,3,272,0.624224,similar_items
353,4,334,0.537914,similar_items
353,5,810,0.507979,complementary
353,6,942,0.496288,popular
353,7,614,0.462990,popular
353,8,130,0.301086,similar_items
353,9,707,0.123383,complementary
353,10,713,0.122046,popular
354,1,445,0.887653,similar_items
354,2,909,0.753029,new_arrival
354,3,1046,0.577289,price_drop
354,4,971,0.506773,complementary
354,5,390,0.334716,similar_items
354,6,331,0.261066,new_arrival
354,7,553,0.181448,complementary
354,8,1051,0.140693,price_drop
354,9,87,0.108155,popular
354,10,919,0.098927,complementary
355,1,517,0.970137,new_arrival
355,2,32,0.969317,popular
355,3,1096,0.913008,popular
355,4,288,0.903414,popular
355,5,997,0.888254,new_arrival
355,6,1022,0.822828,similar_items
355,7,1144,0.437071,new_arrival
355,8,566,0.378221,popular
355,9,819,0.320083,similar_items
355,10,262,0.266573,popular
356,1,578,0.955975,similar_items
356,2,597,0.834111,similar_items
356,3,276,0.767791,popular
356,4,74,0.573932,similar_items
356,5,152,0.491923,similar_items
356,6,641,0.446266,new_arrival
356,7,761,0.295348,popular
356,8,500,0.276645,similar_items
356,9,897,0.166833,new_arrival
356,10,566,0.129332,similar_items
357,1,271,0.579054,similar_items
357,2,997,0.532700,price_drop
357,3,265,0.492614,similar_items
357,4,940,0.324774,similar_items
357,5,1017,0.307565,similar_items
357,6,659,0.248037,popular
357,7,145,0.182882,new_arrival
357,8,535,0.147208,popular
357,9,872,0.142999,popular
357,10,882,0.131583,similar_items
358,1,211,0.811957,price_drop
358,2,102,0.762683,popular
358,3,1146,0.555677,complementary
358,4,60,0.525591,similar_items
358,5,398,0.390561,similar_items
358,6,1061,0.367384,popular
358,7,303,0.226679,similar_items
358,8,796,0.224940,price_drop
358,9,578,0.157800,popular
358,10,258,0.138871,similar_items
359,1,1103,0.882428,new_arrival
359,2,341,0.843635,similar_items
359,3,1183,0.804042,similar_items
359,4,801,0.734254,new_arrival
359,5,36,0.695979,complementary
359,6,486,0.562862,similar_items
359,7,18,0.491057,popular
359,8,202,0.369130,similar_items
359,9,1087,0.341790,similar_items
359,10,389,0.302335,popular
360,1,1141,0.965753,new_arrival
360,2,1120,0.808695,popular
360,3,756,0.741994,similar_items
360,4,723,0.608867,new_arrival
360,5,1088,0.543709,similar_items
360,6,793,0.523563,new_arrival
360,7,728,0.460396,similar_items
360,8,608,0.391892,similar_items
360,9,13,0.263414,complementary
360,10,733,0.120728,complementary
361,1,197,0.848848,popular
361,2,195,0.708656,similar_items
361,3,598,0.690162,popular
361,4,381,0.554764,popular
361,5,188,0.511171,new_arrival
361,6,517,0.386812,new_arrival
361,7,458,0.323938,similar_items
361,8,1,0.210642,similar_items
361,9,427,0.185866,new_arrival
361,10,291,0.149313,price_drop
362,1,162,0.975148,popular
362,2,273,0.940997,popular
362,3,367,0.935377,popular
362,4,642,0.671518,popular
362,5,129,0.513999,similar_items
362,6,123,0.469694,similar_items
362,7,213,0.412998,new_arrival
362,8,335,0.402088,complementary
362,9,755,0.284127,similar_items
362,10,801,0.159995,similar_items
363,1,648,0.868256,new_arrival
363,2,467,0.784225,complementary
363,3,408,0.573910,complementary
363,4,1130,0.476514,popular
363,5,1101,0.370001,similar_items
363,6,621,0.321619,similar_items
363,7,137,0.300749,popular
363,8,914,0.203009,popular
363,9,968,0.184648,popular
363,10,548,0.097618,similar_items
364,1,766,0.877389,similar_items
364,2,408,0.799175,complementary
364,3,197,0.766953,similar_items
364,4,997,0.676929,similar_items
364,5,815,0.621012,price_drop
364,6,381,0.548223,complementary
364,7,792,0.526174,popular
364,8,389,0.522960,popular
364,9,419,0.436187,similar_items
364,10,495,0.167295,similar_items
365,1,329,0.931387,similar_items
365,2,744,0.849443,similar_items
365,3,1072,0.715968,similar_items
365,4,680,0.551894,popular
365,5,756,0.452603,similar_items
365,6,996,0.374555,similar_items
365,7,768,0.307600,complementary
365,8,98,0.248509,similar_items
365,9,1132,0.175428,popular
365,10,966,0.147751,complementary
366,1,1134,0.925725,similar_items
366,2,273,0.812648,price_drop
366,3,662,0.663388,price_drop
366,4,1173,0.604540,similar_items
366,5,1060,0.445713,similar_items
366,6,9,0.333049,new_arrival
366,7,426,0.228081,new_arrival
366,8,1106,0.226088,new_arrival
366,9,274,0.185785,popular
366,10,499,0.181940,price_drop
367,1,623,0.872998,similar_items
367,2,548,0.845190,popular
367,3,164,0.805887,similar_items
367,4,1165,0.737175,popular
367,5,688,0.723816,popular
367,6,94,0.457165,similar_items
367,7,732,0.439898,popular
367,8,380,0.419367,new_arrival
367,9,813,0.201389,popular
367,10,259,0.134885,similar_items
368,1,393,0.953956,similar_items
368,2,546,0.913976,complementary
368,3,544,0.885598,popular
368,4,153,0.706295,popular
368,5,1026,0.470051,popular
368,6,275,0.466219,popular
368,7,68,0.460174,popular
368,8,948,0.207099,complementary
368,9,158,0.138274,price_drop
368,10,120,0.090178,new_arrival
369,1,283,0.936783,popular
369,2,919,0.913473,complementary
369,3,912,0.787734,popular
369,4,947,0.711238,similar_items
369,5,840,0.700724,price_drop
369,6,664,0.595030,popular
369,7,64,0.520813,similar_items
369,8,210,0.477569,similar_items
369,9,144,0.396271,popular
369,10,65,0.375213,popular
370,1,790,0.953295,price_drop
370,2,295,0.632391,price_drop
370,3,229,0.618103,similar_items
370,4,455,0.586104,similar_items
370,5,61,0.463794,similar_items
370,6,30,0.448658,similar_items
370,7,371,0.299917,new_arrival
370,8,770,0.227491,popular
370,9,710,0.220514,popular
370,10,145,0.077322,complementary
371,1,624,0.986656,similar_items
371,2,775,0.483445,similar_items
371,3,346,0.470889,popular
371,4,820,0.410139,new_arrival
371,5,5,0.371840,popular
371,6,559,0.320724,popular
371,7,735,0.302977,similar_items
371,8,439,0.258021,popular
371,9,678,0.109734,price_drop
371,10,409,0.079072,popular
372,1,81,0.903172,similar_items
372,2,612,0.830369,similar_items
372,3,1053,0.787133,complementary
372,4,1058,0.759963,new_arrival
372,5,1042,0.700600,popular
372,6,560,0.319136,similar_items
