feedback_id,request_id,user_id,item_id,action,ts
1176,295,329,595,skip,2026-02-27T03:14:51+00:00
1177,295,329,687,skip,2026-02-27T08:44:08+00:00
1178,296,265,680,dislike,2026-01-10T04:24:59+00:00
1179,296,265,885,click,2026-01-09T09:02:07+00:00
1180,296,265,1155,skip,2026-01-10T04:14:10+00:00
1181,297,384,310,skip,2025-12-14T21:35:56+00:00
1182,297,384,691,skip,2025-12-14T18:04:47+00:00
1183,297,384,1119,dislike,2025-12-15T13:44:49+00:00
1184,297,384,470,skip,2025-12-15T02:30:26+00:00
1185,297,384,1039,skip,2025-12-14T16:07:31+00:00
1186,297,384,392,click,2025-12-14T21:22:30+00:00
1187,297,384,759,click,2025-12-15T11:38:13+00:00
1188,298,464,929,click,2025-12-10T21:51:03+00:00
1189,298,464,230,skip,2025-12-10T03:14:33+00:00
1190,298,464,194,skip,2025-12-10T06:34:53+00:00
1191,298,464,652,skip,2025-12-10T10:29:16+00:00
1192,298,464,1196,click,2025-12-10T23:26:23+00:00
1193,298,464,668,click,2025-12-10T16:06:05+00:00
1194,298,464,420,skip,2025-12-11T09:12:07+00:00
1195,299,217,1066,click,2026-01-18T22:35:18+00:00
1196,299,217,847,skip,2026-01-19T04:43:26+00:00
1197,299,217,730,click,2026-01-19T10:47:50+00:00
1198,299,217,1170,skip,2026-01-18T23:52:13+00:00
1199,299,217,1117,skip,2026-01-19T11:02:07+00:00
1200,299,217,711,click,2026-01-18T07:35:50+00:00
1201,300,264,283,click,2026-02-22T15:30:04+00:00
1202,300,264,1127,click,2026-02-22T14:55:33+00:00
1203,300,264,236,skip,2026-02-22T20:22:43+00:00
1204,300,264,297,skip,2026-02-22T09:59:14+00:00
1205,301,593,163,click,2026-01-14T03:21:38+00:00
1206,301,593,700,skip,2026-01-14T12:52:37+00:00
1207,301,593,538,click,2026-01-14T07:31:02+00:00
1208,302,233,139,skip,2025-12-27T03:50:23+00:00
1209,302,233,1076,click,2025-12-27T02:06:00+00:00
1210,302,233,717,click,2025-12-27T05:03:56+00:00
1211,303,355,278,skip,2025-12-06T20:46:01+00:00
1212,303,355,161,click,2025-12-06T08:13:59+00:00
1213,303,355,1184,skip,2025-12-06T11:33:02+00:00
1214,303,355,616,click,2025-12-06T21:51:00+00:00
1215,303,355,888,click,2025-12-06T22:42:45+00:00
1216,304,274,378,click,2025-12-17T03:49:03+00:00
1217,304,274,31,skip,2025-12-16T14:33:35+00:00
1218,304,274,226,dislike,2025-12-17T00:54:46+00:00
1219,304,274,206,click,2025-12-16T11:45:15+00:00
1220,304,274,223,dislike,2025-12-16T13:16:16+00:00
1221,304,274,836,click,2025-12-16T16:51:11+00:00
1222,305,482,17,skip,2026-02-12T01:10:14+00:00
1223,305,482,215,skip,2026-02-13T00:21:14+00:00
1224,305,482,12,click,2026-02-12T20:11:16+00:00
1225,305,482,631,click,2026-02-12T12:37:10+00:00
1226,305,482,368,skip,2026-02-12T03:20:04+00:00
1227,306,36,974,skip,2026-02-28T22:01:33+00:00
1228,306,36,641,click,2026-02-28T18:19:01+00:00
1229,306,36,984,click,2026-02-28T13:56:40+00:00
1230,306,36,878,click,2026-02-28T18:38:10+00:00
1231,307,547,884,click,2025-12-28T00:46:59+00:00
1232,307,547,342,skip,2025-12-27T06:23:04+00:00
1233,307,547,1193,skip,2025-12-27T13:06:45+00:00
1234,307,547,822,skip,2025-12-27T14:41:20+00:00
1235,307,547,1149,click,2025-12-26T19:23:43+00:00
1236,307,547,850,click,2025-12-27T11:46:11+00:00
1237,308,91,530,skip,2026-02-12T18:38:07+00:00
1238,308,91,26,skip,2026-02-13T06:21:05+00:00
1239,308,91,969,skip,2026-02-13T10:19:38+00:00
1240,308,91,612,skip,2026-02-12T21:05:19+00:00
1241,309,540,989,skip,2025-12-21T14:16:30+00:00
1242,309,540,998,click,2025-12-20T19:58:42+00:00
1243,309,540,557,skip,2025-12-20T17:21:02+00:00
1244,309,540,706,click,2025-12-20T19:20:06+00:00
1245,309,540,500,click,2025-12-20T19:37:36+00:00
1246,310,415,530,skip,2026-02-01T00:21:09+00:00
1247,311,223,203,click,2026-01-08T20:32:06+00:00
1248,311,223,977,skip,2026-01-08T13:54:23+00:00
1249,311,223,219,skip,2026-01-08T22:29:31+00:00
1250,311,223,433,click,2026-01-09T10:06:07+00:00
1251,311,223,211,skip,2026-01-09T08:52:35+00:00
1252,311,223,771,skip,2026-01-08T12:24:55+00:00
1253,311,223,994,click,2026-01-09T10:28:20+00:00
1254,311,223,699,click,2026-01-08T04:31:16+00:00
1255,312,67,313,click,2026-03-02T08:52:24+00:00
1256,312,67,758,dislike,2026-03-02T07:04:40+00:00
1257,312,67,713,dislike,2026-03-02T08:51:08+00:00
1258,313,524,637,skip,2026-01-23T17:45:27+00:00
1259,313,524,595,click,2026-01-23T22:27:49+00:00
1260,313,524,349,click,2026-01-23T19:53:04+00:00
1261,313,524,1133,click,2026-01-23T12:43:11+00:00
1262,314,478,29,click,2025-12-07T00:37:23+00:00
1263,314,478,142,click,2025-12-07T07:13:36+00:00
1264,314,478,1060,click,2025-12-07T07:46:10+00:00
1265,314,478,219,click,2025-12-06T18:08:54+00:00
1266,314,478,105,click,2025-12-06T10:06:14+00:00
1267,314,478,162,skip,2025-12-07T07:20:29+00:00
1268,314,478,791,dislike,2025-12-07T03:21:23+00:00
1269,315,253,380,skip,2025-12-28T08:55:27+00:00
1270,315,253,193,click,2025-12-28T11:30:38+00:00
1271,315,253,426,click,2025-12-28T14:31:07+00:00
1272,315,253,813,skip,2025-12-28T05:43:01+00:00
1273,316,96,1081,skip,2026-01-10T10:22:29+00:00
1274,316,96,121,skip,2026-01-10T16:59:34+00:00
1275,316,96,556,click,2026-01-10T08:49:57+00:00
1276,316,96,1029,skip,2026-01-09T20:59:52+00:00
1277,316,96,45,skip,2026-01-10T04:04:22+00:00
1278,317,568,735,click,2025-12-05T01:49:04+00:00
1279,317,568,402,dislike,2025-12-05T18:21:02+00:00
1280,317,568,699,skip,2025-12-05T05:25:39+00:00
1281,318,164,315,click,2025-12-04T11:04:11+00:00
1282,318,164,128,click,2025-12-05T10:40:27+00:00
1283,318,164,708,dislike,2025-12-05T01:33:50+00:00
1284,319,279,720,skip,2026-01-21T13:17:05+00:00
1285,319,279,697,skip,2026-01-21T16:31:08+00:00
1286,319,279,1136,click,2026-01-20T19:14:17+00:00
1287,319,279,274,click,2026-01-21T13:51:23+00:00
1288,319,279,128,click,2026-01-21T18:53:18+00:00
1289,319,279,740,click,2026-01-21T07:16:41+00:00
1290,320,432,408,click,2026-01-22T04:50:03+00:00
1291,320,432,1058,click,2026-01-21T23:35:14+00:00
1292,320,432,733,dislike,2026-01-22T07:36:57+00:00
1293,321,513,476,skip,2025-12-19T05:57:06+00:00
1294,321,513,118,skip,2025-12-18T04:48:50+00:00
1295,321,513,870,skip,2025-12-18T13:32:16+00:00
1296,322,284,112,dislike,2026-01-10T06:43:19+00:00
1297,322,284,462,skip,2026-01-10T14:30:20+00:00
1298,322,284,554,click,2026-01-10T22:32:35+00:00
1299,323,526,1106,skip,2025-12-03T17:42:57+00:00
1300,323,526,755,click,2025-12-04T06:18:15+00:00
1301,323,526,335,skip,2025-12-03T16:04:35+00:00
1302,323,526,1166,click,2025-12-03T16:52:27+00:00
1303,323,526,855,skip,2025-12-03T22:54:02+00:00
1304,323,526,5,skip,2025-12-03T22:19:28+00:00
1305,324,531,649,click,2026-01-18T20:07:40+00:00
1306,325,476,495,skip,2025-12-21T19:24:31+00:00
1307,325,476,207,skip,2025-12-21T08:04:23+00:00
1308,325,476,475,click,2025-12-22T08:15:20+00:00
1309,325,476,427,skip,2025-12-22T06:02:06+00:00
1310,325,476,79,click,2025-12-21T06:19:32+00:00
1311,325,476,878,click,2025-12-21T11:39:49+00:00
1312,325,476,381,skip,2025-12-21T10:08:38+00:00
1313,326,412,590,skip,2026-01-02T10:45:37+00:00
1314,326,412,608,click,2026-01-02T09:16:54+00:00
1315,326,412,407,click,2026-01-02T21:35:59+00:00
1316,326,412,239,click,2026-01-02T19:23:57+00:00
1317,327,404,732,click,2025-12-18T16:07:05+00:00
1318,327,404,405,click,2025-12-19T06:38:54+00:00
1319,327,404,196,click,2025-12-19T00:38:53+00:00
1320,327,404,475,skip,2025-12-19T09:24:34+00:00
1321,328,585,1058,skip,2026-02-08T20:26:14+00:00
1322,328,585,870,click,2026-02-09T20:52:12+00:00
1323,328,585,372,skip,2026-02-09T12:00:15+00:00
1324,328,585,22,skip,2026-02-08T14:02:48+00:00
1325,328,585,1080,skip,2026-02-09T10:04:36+00:00
1326,329,294,473,skip,2026-02-25T15:51:30+00:00
1327,329,294,805,skip,2026-02-25T12:40:45+00:00
1328,329,294,895,dislike,2026-02-25T01:04:55+00:00
1329,330,58,724,skip,2025-12-21T19:43:33+00:00
1330,330,58,1055,click,2025-12-21T09:27:48+00:00
1331,330,58,860,skip,2025-12-21T15:04:36+00:00
1332,330,58,637,skip,2025-12-21T10:16:35+00:00
1333,330,58,854,click,2025-12-22T12:30:58+00:00
1334,330,58,60,skip,2025-12-21T12:35:12+00:00
1335,331,503,1013,skip,2026-02-05T11:39:22+00:00
1336,331,503,732,skip,2026-02-05T06:49:06+00:00
1337,331,503,100,skip,2026-02-05T22:23:16+00:00
1338,331,503,825,click,2026-02-05T21:59:14+00:00
1339,331,503,164,click,2026-02-05T23:01:22+00:00
1340,332,326,896,click,2025-12-18T07:54:26+00:00
1341,332,326,470,skip,2025-12-17T22:31:47+00:00
1342,332,326,620,skip,2025-12-17T23:34:10+00:00
1343,333,104,185,click,2026-02-22T03:03:19+00:00
1344,333,104,855,dislike,2026-02-22T01:28:58+00:00
1345,333,104,988,skip,2026-02-22T14:28:55+00:00
1346,333,104,239,skip,2026-02-22T10:39:05+00:00
1347,333,104,85,click,2026-02-22T22:32:43+00:00
1348,334,443,1046,click,2026-01-11T05:50:13+00:00
1349,334,443,447,click,2026-01-10T17:56:27+00:00
1350,335,565,559,click,2026-02-24T02:52:52+00:00
1351,335,565,476,skip,2026-02-24T09:02:53+00:00
1352,336,192,489,click,2025-12-08T06:54:06+00:00
1353,336,192,152,click,2025-12-08T03:14:28+00:00
1354,337,223,867,click,2026-01-19T07:26:39+00:00
1355,337,223,566,click,2026-01-18T10:27:11+00:00
1356,337,223,730,click,2026-01-19T15:17:19+00:00
1357,337,223,1117,skip,2026-01-18T12:00:15+00:00
1358,338,508,550,click,2026-02-01T05:28:32+00:00
1359,338,508,329,skip,2026-01-31T22:35:48+00:00
1360,338,508,749,click,2026-01-31T13:51:11+00:00
1361,339,127,707,skip,2026-02-07T09:29:57+00:00
1362,339,127,91,skip,2026-02-07T03:50:07+00:00
1363,339,127,852,click,2026-02-08T00:20:44+00:00
1364,339,127,589,skip,2026-02-07T18:27:52+00:00
1365,339,127,573,click,2026-02-07T02:38:37+00:00
1366,340,292,228,skip,2026-02-15T01:05:57+00:00
1367,340,292,276,click,2026-02-15T10:40:55+00:00
1368,340,292,781,click,2026-02-15T17:36:09+00:00
1369,340,292,885,click,2026-02-15T08:00:56+00:00
1370,340,292,500,skip,2026-02-15T16:54:52+00:00
1371,340,292,761,skip,2026-02-14T22:17:54+00:00
1372,340,292,88,click,2026-02-15T06:01:46+00:00
1373,341,152,404,click,2025-12-23T23:31:43+00:00
1374,341,152,318,click,2025-12-24T04:56:01+00:00
1375,341,152,125,skip,2025-12-24T11:44:32+00:00
1376,341,152,850,click,2025-12-24T01:02:45+00:00
1377,341,152,358,click,2025-12-23T21:28:29+00:00
1378,342,416,299,click,2026-01-31T11:40:52+00:00
1379,342,416,51,click,2026-02-01T07:36:12+00:00
1380,342,416,312,skip,2026-01-31T07:29:08+00:00
1381,343,305,482,click,2026-01-18T05:44:12+00:00
1382,343,305,2,skip,2026-01-17T22:37:02+00:00
1383,343,305,69,skip,2026-01-18T08:47:36+00:00
1384,343,305,682,click,2026-01-17T16:59:59+00:00
1385,344,207,417,skip,2026-02-27T18:39:39+00:00
1386,345,345,1092,click,2025-12-30T06:30:14+00:00
1387,345,345,762,skip,2025-12-30T09:05:39+00:00
1388,346,77,339,skip,2026-01-30T01:07:00+00:00
1389,346,77,1112,click,2026-01-29T07:25:26+00:00
1390,347,525,1190,skip,2026-01-01T07:00:17+00:00
1391,347,525,740,skip,2026-01-02T03:25:05+00:00
1392,347,525,871,click,2026-01-01T00:55:07+00:00
1393,347,525,597,click,2026-01-02T00:14:14+00:00
1394,347,525,2,click,2026-01-01T19:26:02+00:00
1395,348,121,675,skip,2026-01-26T14:11:12+00:00
1396,348,121,319,dislike,2026-01-25T23:15:55+00:00
1397,348,121,505,skip,2026-01-26T11:28:30+00:00
1398,348,121,1074,click,2026-01-26T14:49:19+00:00
1399,349,34,367,skip,2025-12-19T14:26:16+00:00
1400,349,34,1009,click,2025-12-19T05:55:09+00:00
1401,349,34,335,click,2025-12-19T18:38:20+00:00
1402,349,34,965,skip,2025-12-19T15:43:58+00:00
1403,349,34,129,click,2025-12-19T17:24:24+00:00
1404,349,34,175,skip,2025-12-18T15:43:45+00:00
1405,350,29,1177,skip,2025-12-07T12:41:38+00:00
1406,350,29,271,click,2025-12-08T02:06:59+00:00
1407,350,29,323,click,2025-12-07T15:39:56+00:00
1408,351,54,565,skip,2026-01-05T08:03:32+00:00
1409,351,54,787,skip,2026-01-05T13:33:16+00:00
1410,351,54,408,skip,2026-01-05T00:36:09+00:00
1411,351,54,704,click,2026-01-05T09:58:21+00:00
1412,351,54,629,dislike,2026-01-05T04:18:15+00:00
1413,352,599,968,click,2026-01-04T19:14:03+00:00
1414,352,599,606,click,2026-01-03T16:37:25+00:00
1415,352,599,1168,click,2026-01-04T03:15:06+00:00
1416,352,599,867,skip,2026-01-04T20:55:55+00:00
1417,352,599,770,skip,2026-01-04T12:51:40+00:00
1418,352,599,193,click,2026-01-03T22:11:40+00:00
1419,352,599,302,click,2026-01-04T19:08:27+00:00
1420,353,327,1045,click,2025-12-04T00:29:58+00:00
1421,353,327,272,click,2025-12-04T21:40:19+00:00
1422,353,327,614,skip,2025-12-03T23:29:44+00:00
1423,353,327,130,click,2025-12-03T23:16:32+00:00
1424,354,460,909,click,2026-01-14T02:50:31+00:00
1425,354,460,87,skip,2026-01-14T11:14:19+00:00
1426,355,427,32,dislike,2026-01-22T03:19:50+00:00
1427,355,427,288,click,2026-01-22T19:19:35+00:00
1428,355,427,997,click,2026-01-22T02:20:43+00:00
1429,355,427,1144,dislike,2026-01-23T03:29:37+00:00
1430,355,427,566,skip,2026-01-22T16:37:00+00:00
1431,355,427,819,dislike,2026-01-22T07:59:40+00:00
1432,355,427,262,click,2026-01-22T18:50:24+00:00
1433,356,418,578,skip,2026-01-26T22:47:57+00:00
1434,356,418,597,click,2026-01-27T13:07:22+00:00
1435,356,418,276,dislike,2026-01-27T00:57:53+00:00
1436,356,418,641,skip,2026-01-27T23:20:41+00:00
1437,356,418,500,dislike,2026-01-27T07:44:13+00:00
1438,356,418,566,click,2026-01-27T07:13:17+00:00
1439,357,407,265,skip,2026-01-16T18:55:09+00:00
1440,357,407,940,click,2026-01-16T17:30:53+00:00
1441,357,407,1017,click,2026-01-17T04:20:07+00:00
1442,357,407,145,click,2026-01-17T02:29:33+00:00
1443,357,407,535,skip,2026-01-17T02:16:43+00:00
1444,358,265,102,click,2026-01-24T18:00:57+00:00
1445,358,265,1146,click,2026-01-24T17:18:44+00:00
1446,358,265,60,click,2026-01-25T06:20:57+00:00
1447,358,265,398,click,2026-01-24T22:01:38+00:00
1448,359,580,36,click,2025-12-20T18:21:19+00:00
1449,359,580,486,click,2025-12-20T16:56:40+00:00
1450,359,580,1087,click,2025-12-20T09:22:42+00:00
1451,359,580,389,click,2025-12-21T00:10:40+00:00
1452,360,129,608,click,2025-12-19T07:38:54+00:00
1453,361,20,381,skip,2026-01-04T12:18:12+00:00
1454,361,20,188,skip,2026-01-03T23:40:10+00:00
1455,361,20,517,click,2026-01-04T16:16:31+00:00
1456,361,20,458,click,2026-01-04T17:01:36+00:00
1457,361,20,291,dislike,2026-01-04T23:46:55+00:00
1458,362,417,367,click,2026-02-07T07:20:37+00:00
1459,362,417,213,dislike,2026-02-07T13:56:04+00:00
1460,362,417,335,skip,2026-02-08T11:09:06+00:00
1461,362,417,801,click,2026-02-07T07:20:22+00:00
1462,363,336,914,skip,2026-02-10T18:27:41+00:00
1463,363,336,548,skip,2026-02-10T21:53:22+00:00
1464,364,65,766,dislike,2026-01-05T11:51:05+00:00
1465,364,65,408,skip,2026-01-05T03:42:16+00:00
1466,364,65,815,click,2026-01-05T21:43:15+00:00
1467,364,65,381,dislike,2026-01-05T19:57:40+00:00
1468,364,65,389,skip,2026-01-05T03:18:39+00:00
1469,365,283,329,click,2025-12-14T06:43:54+00:00
1470,365,283,1072,dislike,2025-12-15T07:01:19+00:00
1471,365,283,680,skip,2025-12-14T08:59:58+00:00
1472,365,283,98,click,2025-12-15T02:17:32+00:00
1473,365,283,966,click,2025-12-15T05:25:48+00:00
1474,366,336,273,click,2026-01-16T05:20:34+00:00
1475,366,336,662,skip,2026-01-16T06:32:47+00:00
1476,366,336,1060,skip,2026-01-15T23:04:23+00:00
1477,366,336,426,click,2026-01-15T07:41:54+00:00
1478,367,378,164,click,2025-12-24T07:30:47+00:00
1479,367,378,94,dislike,2025-12-24T21:18:44+00:00
1480,367,378,813,dislike,2025-12-24T06:54:17+00:00
1481,367,378,259,click,2025-12-24T01:58:46+00:00
1482,368,345,393,skip,2026-01-25T13:19:37+00:00
1483,368,345,948,skip,2026-01-26T02:38:35+00:00
1484,368,345,158,click,2026-01-25T21:16:46+00:00
1485,368,345,120,skip,2026-01-25T17:05:55+00:00
1486,369,307,283,skip,2026-02-20T11:52:46+00:00
1487,369,307,947,dislike,2026-02-20T07:35:00+00:00
1488,369,307,64,skip,2026-02-21T00:34:45+00:00
1489,370,341,295,click,2026-02-01T13:52:42+00:00
1490,370,341,229,skip,2026-02-01T21:12:31+00:00
1491,370,341,455,click,2026-02-01T07:41:00+00:00
1492,371,77,5,click,2025-12-19T19:39:31+00:00
1493,371,77,559,click,2025-12-20T16:51:01+00:00
1494,371,77,409,dislike,2025-12-19T22:44:42+00:00
1495,372,106,81,click,2026-02-05T06:24:23+00:00
1496,372,106,805,dislike,2026-02-06T03:14:16+00:00
1497,372,106,530,skip,2026-02-06T09:14:39+00:00
1498,373,270,467,skip,2026-01-10T02:43:25+00:00
1499,373,270,306,skip,2026-01-09T00:11:20+00:00
1500,373,270,847,skip,2026-01-09T03:03:54+00:00
1501,373,270,287,skip,2026-01-09T01:09:11+00:00
1502,373,270,607,skip,2026-01-09T06:41:48+00:00
1503,374,495,1141,skip,2026-01-14T00:34:47+00:00
1504,374,495,1167,click,2026-01-13T23:28:57+00:00
1505,374,495,966,click,2026-01-13T18:22:57+00:00
1506,374,495,441,skip,2026-01-14T19:15:21+00:00
1507,375,511,458,click,2025-12-20T05:47:19+00:00
1508,375,511,253,click,2025-12-20T15:04:42+00:00
1509,375,511,605,click,2025-12-20T13:46:00+00:00
1510,375,511,871,dislike,2025-12-20T20:53:21+00:00
1511,376,165,220,skip,2025-12-28T06:11:32+00:00
1512,376,165,748,click,2025-12-27T21:59:11+00:00
1513,376,165,165,click,2025-12-28T01:44:19+00:00
1514,377,502,69,click,2026-01-22T11:46:24+00:00
1515,377,502,354,skip,2026-01-21T04:53:33+00:00
1516,378,23,610,click,2025-12-19T23:59:02+00:00
1517,378,23,595,skip,2025-12-20T00:21:47+00:00
1518,378,23,727,click,2025-12-20T10:01:54+00:00
1519,378,23,38,skip,2025-12-19T19:46:10+00:00
1520,378,23,709,skip,2025-12-20T14:16:14+00:00
1521,378,23,725,click,2025-12-19T14:21:26+00:00
1522,378,23,637,skip,2025-12-20T05:47:46+00:00
1523,379,36,887,click,2025-12-07T23:36:19+00:00
1524,379,36,1091,skip,2025-12-09T01:03:02+00:00
1525,379,36,610,click,2025-12-07T23:15:41+00:00
1526,379,36,749,skip,2025-12-08T20:51:00+00:00
1527,379,36,338,click,2025-12-07T19:46:04+00:00
1528,380,299,636,skip,2026-01-24T02:04:36+00:00
1529,380,299,144,click,2026-01-22T23:01:18+00:00
1530,380,299,703,click,2026-01-23T14:16:20+00:00
1531,380,299,875,click,2026-01-23T07:21:34+00:00
1532,381,170,641,click,2026-01-16T04:13:51+00:00
1533,381,170,583,dislike,2026-01-16T04:21:37+00:00
1534,381,170,1164,click,2026-01-15T20:41:14+00:00
1535,382,60,597,skip,2026-01-23T13:19:17+00:00
1536,382,60,926,skip,2026-01-23T21:07:49+00:00
1537,382,60,226,click,2026-01-24T01:03:55+00:00
1538,382,60,1119,click,2026-01-24T04:19:05+00:00
1539,383,297,657,skip,2026-02-04T03:25:46+00:00
1540,383,297,966,click,2026-02-04T07:01:23+00:00
1541,383,297,452,skip,2026-02-03T20:59:06+00:00
1542,383,297,733,click,2026-02-04T03:12:54+00:00
1543,383,297,292,click,2026-02-04T05:43:59+00:00
1544,383,297,1048,click,2026-02-03T20:46:11+00:00
1545,384,173,867,skip,2025-12-23T22:15:17+00:00
1546,384,173,1016,dislike,2025-12-23T00:57:39+00:00
1547,384,173,783,skip,2025-12-23T13:36:18+00:00
1548,385,500,236,click,2025-12-11T06:14:41+00:00
1549,385,500,287,skip,2025-12-10T23:35:25+00:00
1550,385,500,551,click,2025-12-10T08:50:23+00:00
1551,386,277,509,skip,2025-12-14T20:14:46+00:00
1552,386,277,172,dislike,2025-12-15T02:32:57+00:00
1553,386,277,190,skip,2025-12-14T13:22:37+00:00
1554,386,277,706,click,2025-12-14T11:48:35+00:00
1555,387,513,349,click,2026-01-25T00:33:25+00:00
1556,387,513,294,dislike,2026-01-25T18:11:19+00:00
1557,387,513,620,click,2026-01-25T09:56:33+00:00
1558,387,513,183,skip,2026-01-24T17:39:14+00:00
1559,388,518,699,click,2025-12-12T20:41:05+00:00
1560,389,214,894,dislike,2025-12-11T12:27:54+00:00
1561,389,214,287,click,2025-12-12T06:02:48+00:00
1562,389,214,802,skip,2025-12-12T07:34:58+00:00
1563,390,335,47,skip,2026-01-08T23:05:54+00:00
1564,390,335,107,skip,2026-01-09T07:56:03+00:00
1565,391,113,105,skip,2026-02-27T10:59:17+00:00
1566,391,113,1188,click,2026-02-28T05:34:51+00:00
1567,391,113,762,skip,2026-02-27T16:17:53+00:00
1568,391,113,720,skip,2026-02-27T17:38:05+00:00
1569,391,113,859,skip,2026-02-27T14:44:26+00:00
1570,391,113,6,skip,2026-02-27T17:47:30+00:00
1571,391,113,407,skip,2026-02-27T02:52:18+00:00
1572,391,113,639,click,2026-02-27T16:52:33+00:00
1573,392,252,806,skip,2026-02-12T04:24:19+00:00
1574,392,252,1010,click,2026-02-12T14:02:19+00:00
1575,392,252,48,skip,2026-02-12T05:28:42+00:00
1576,392,252,882,click,2026-02-11T19:11:20+00:00
1577,393,283,646,click,2026-02-28T13:48:39+00:00
1578,393,283,594,skip,2026-02-28T04:58:54+00:00
1579,393,283,459,click,2026-02-28T23:59:56+00:00
1580,394,156,907,click,2026-02-08T14:50:48+00:00
1581,394,156,944,click,2026-02-08T06:04:31+00:00
1582,394,156,684,click,2026-02-07T18:15:25+00:00
1583,395,513,726,click,2026-01-28T20:04:40+00:00
1584,395,513,1103,skip,2026-01-28T12:46:35+00:00
1585,395,513,1115,skip,2026-01-28T12:27:46+00:00
1586,395,513,1183,click,2026-01-28T13:54:45+00:00
1587,396,301,1088,click,2025-12-10T20:22:06+00:00
1588,397,82,220,skip,2026-01-26T21:07:46+00:00
1589,397,82,858,skip,2026-01-27T05:03:19+00:00
1590,397,82,438,click,2026-01-27T07:01:00+00:00
1591,398,424,829,click,2026-02-27T07:57:50+00:00
1592,398,424,62,skip,2026-02-28T03:40:19+00:00
1593,398,424,768,dislike,2026-02-28T03:56:16+00:00
1594,399,52,510,click,2026-02-17T01:42:12+00:00
1595,399,52,398,dislike,2026-02-18T02:03:49+00:00
1596,399,52,871,skip,2026-02-17T05:17:54+00:00
1597,399,52,462,click,2026-02-17T16:57:18+00:00
1598,399,52,421,skip,2026-02-18T02:16:58+00:00
1599,400,173,800,dislike,2026-02-09T15:36:43+00:00
1600,400,173,727,skip,2026-02-10T01:31:59+00:00
1601,400,173,90,skip,2026-02-09T15:32:19+00:00
1602,400,173,637,click,2026-02-09T17:47:13+00:00
1603,401,35,134,click,2025-12-23T16:13:02+00:00
1604,401,35,1085,dislike,2025-12-22T18:04:05+00:00
1605,401,35,799,click,2025-12-23T12:38:06+00:00
1606,401,35,29,skip,2025-12-23T04:38:30+00:00
1607,401,35,935,click,2025-12-23T00:32:39+00:00
1608,401,35,586,skip,2025-12-23T14:26:08+00:00
1609,402,115,973,skip,2026-02-18T10:15:23+00:00
1610,402,115,189,click,2026-02-18T20:15:49+00:00
1611,403,27,84,click,2026-01-18T08:26:25+00:00
1612,403,27,875,skip,2026-01-18T18:36:33+00:00
1613,403,27,99,skip,2026-01-18T04:37:43+00:00
1614,404,23,145,skip,2026-02-04T14:48:25+00:00
1615,404,23,585,skip,2026-02-04T11:01:21+00:00
1616,404,23,1105,skip,2026-02-04T15:55:32+00:00
1617,404,23,1157,click,2026-02-04T13:08:44+00:00
1618,405,439,583,click,2025-12-16T05:30:04+00:00
1619,405,439,772,skip,2025-12-16T13:48:42+00:00
1620,406,269,431,click,2025-12-19T19:37:26+00:00
1621,406,269,798,click,2025-12-19T14:12:00+00:00
1622,406,269,671,skip,2025-12-18T17:01:36+00:00
1623,407,210,137,skip,2026-01-07T20:46:22+00:00
1624,407,210,1126,click,2026-01-07T21:35:38+00:00
1625,407,210,265,skip,2026-01-08T16:04:04+00:00
1626,407,210,414,skip,2026-01-08T03:39:57+00:00
1627,408,407,213,skip,2025-12-06T14:33:29+00:00
1628,408,407,327,click,2025-12-06T18:47:32+00:00
1629,408,407,467,dislike,2025-12-06T07:34:13+00:00
1630,409,331,529,click,2026-01-07T01:30:11+00:00
1631,409,331,206,click,2026-01-07T15:01:51+00:00
1632,409,331,1086,click,2026-01-07T07:29:25+00:00
1633,410,215,419,click,2025-12-25T09:27:18+00:00
1634,410,215,989,click,2025-12-24T19:01:51+00:00
1635,411,326,16,skip,2025-12-28T21:31:06+00:00
1636,411,326,943,skip,2025-12-28T18:34:14+00:00
1637,411,326,525,click,2025-12-29T07:35:36+00:00
1638,411,326,795,click,2025-12-28T23:40:35+00:00
1639,412,160,871,skip,2026-01-21T13:10:38+00:00
1640,412,160,16,click,2026-01-21T22:09:16+00:00
1641,412,160,384,click,2026-01-22T04:01:47+00:00
1642,413,581,26,skip,2026-02-03T08:02:55+00:00
1643,413,581,1024,skip,2026-02-04T04:01:29+00:00
1644,413,581,1070,skip,2026-02-03T08:46:28+00:00
1645,413,581,680,click,2026-02-03T22:10:33+00:00
1646,413,581,859,click,2026-02-04T02:04:24+00:00
1647,414,236,830,click,2026-01-02T15:24:41+00:00
1648,414,236,1156,skip,2026-01-02T07:07:30+00:00
1649,414,236,565,click,2026-01-02T19:14:09+00:00
1650,414,236,993,skip,2026-01-03T09:41:13+00:00
1651,415,394,189,dislike,2025-12-27T09:29:52+00:00
1652,415,394,825,skip,2025-12-26T18:27:46+00:00
1653,415,394,490,click,2025-12-27T13:13:01+00:00
1654,415,394,351,click,2025-12-26T22:59:10+00:00
1655,415,394,1116,skip,2025-12-27T04:18:14+00:00
1656,415,394,374,click,2025-12-27T07:09:47+00:00
1657,416,205,113,skip,2026-01-09T21:58:17+00:00
1658,416,205,1132,click,2026-01-09T20:29:12+00:00
1659,416,205,891,click,2026-01-09T08:36:28+00:00
1660,416,205,523,click,2026-01-09T01:46:19+00:00
1661,417,439,42,skip,2026-01-23T13:07:18+00:00
