event_id,event_type,user_id,item_id,order_id,session_id,ts,payload
3237,RecommendationClicked,385,947,,sess_385_4653,2025-12-29T10:48:40+00:00,"{""action"":""click"",""request_id"":599}"
3238,RecommendationClicked,551,508,,sess_551_6856,2025-12-29T10:49:00+00:00,"{""action"":""click"",""request_id"":746}"
3239,RecommendationShown,492,,,sess_492_8129,2025-12-29T11:25:41+00:00,"{""context"":""catalog"",""items"":[973,1040,38,709,749,1133,1160,90,1036,887],""model_version"":""recs_rank_v6"",""request_id"":252}"
3240,CatalogViewed,504,266,,sess_504_6846,2025-12-29T11:29:06+00:00,"{""category_id"":5,""source"":""catalog""}"
3241,CatalogViewed,338,591,,sess_338_6680,2025-12-29T11:29:10+00:00,"{""category_id"":11,""source"":""catalog""}"
3242,RecommendationShown,258,59,,sess_258_6051,2025-12-29T11:39:15+00:00,"{""context"":""item"",""items"":[744,211,452,163,157,700,680,538,657,962],""model_version"":""recs_rank_v6"",""request_id"":786}"
3243,RecommendationClicked,77,375,,sess_77_8005,2025-12-29T12:10:06+00:00,"{""action"":""click"",""request_id"":1300}"
3244,CatalogViewed,581,308,,sess_581_2402,2025-12-29T12:13:55+00:00,"{""category_id"":6,""source"":""catalog""}"
3245,CatalogViewed,127,266,,sess_127_5083,2025-12-29T12:18:31+00:00,"{""category_id"":5,""source"":""catalog""}"
3246,CatalogViewed,88,241,,sess_88_4940,2025-12-29T12:35:06+00:00,"{""category_id"":12,""source"":""catalog""}"
3247,CatalogViewed,399,41,,sess_399_9016,2025-12-29T12:45:20+00:00,"{""category_id"":7,""source"":""catalog""}"
3248,RecommendationClicked,317,963,,sess_317_5750,2025-12-29T12:46:51+00:00,"{""action"":""click"",""request_id"":829}"
3249,CatalogViewed,493,110,,sess_493_8580,2025-12-29T12:47:57+00:00,"{""category_id"":1,""source"":""catalog""}"
3250,RecommendationClicked,4,995,,sess_4_5644,2025-12-29T12:54:27+00:00,"{""action"":""click"",""request_id"":505}"
3251,OrderPaid,444,,500317,,2025-12-29T13:04:02+00:00,"{""items"":[{""item_id"":791,""price"":""3879.02"",""qty"":2},{""item_id"":162,""price"":""13482.68"",""qty"":2},{""item_id"":991,""price"":""10515.60"",""qty"":1}],""payment_method"":""card"",""total"":""45239.00""}"
3252,CatalogViewed,7,566,,sess_7_7128,2025-12-29T13:05:21+00:00,"{""category_id"":1,""source"":""catalog""}"
3253,RecommendationDisliked,433,673,,sess_433_5533,2025-12-29T13:33:38+00:00,"{""action"":""dislike"",""request_id"":1311}"
3254,CatalogViewed,392,1096,,sess_392_3495,2025-12-29T13:34:36+00:00,"{""category_id"":1,""source"":""catalog""}"
3255,CatalogViewed,398,445,,sess_398_7116,2025-12-29T13:39:13+00:00,"{""category_id"":17,""source"":""catalog""}"
3256,RecommendationClicked,520,644,,sess_520_4041,2025-12-29T13:56:16+00:00,"{""action"":""click"",""request_id"":792}"
3257,RecommendationClicked,114,29,,sess_114_4282,2025-12-29T14:08:45+00:00,"{""action"":""click"",""request_id"":209}"
3258,RecommendationClicked,433,788,,sess_433_6114,2025-12-29T14:39:04+00:00,"{""action"":""click"",""request_id"":1311}"
3259,CatalogViewed,520,229,,sess_520_7481,2025-12-29T14:43:04+00:00,"{""category_id"":21,""source"":""catalog""}"
3260,CatalogViewed,94,331,,sess_94_8008,2025-12-29T14:47:21+00:00,"{""category_id"":17,""source"":""catalog""}"
3261,CatalogViewed,410,517,,sess_410_9820,2025-12-29T14:50:21+00:00,"{""category_id"":7,""source"":""catalog""}"
3262,AddToCart,428,982,,sess_428_2612,2025-12-29T14:59:05+00:00,"{""price"":""11031.78"",""quantity"":1}"
3263,RecommendationDisliked,136,103,,sess_136_5584,2025-12-29T15:13:47+00:00,"{""action"":""dislike"",""request_id"":1101}"
3264,CatalogViewed,469,157,,sess_469_5646,2025-12-29T15:44:51+00:00,"{""category_id"":22,""source"":""catalog""}"
3265,AddToCart,61,201,,sess_61_6465,2025-12-29T15:46:50+00:00,"{""price"":""2486.56"",""quantity"":1}"
3266,CatalogViewed,154,416,,sess_154_7236,2025-12-29T15:50:06+00:00,"{""category_id"":18,""source"":""catalog""}"
3267,CatalogViewed,482,51,,sess_482_6227,2025-12-29T16:08:28+00:00,"{""category_id"":4,""source"":""catalog""}"
3268,RecommendationShown,593,591,,sess_593_2888,2025-12-29T16:13:34+00:00,"{""context"":""item"",""items"":[917,1106,202,36,115,1183,142,575,217,779],""model_version"":""recs_rank_v6"",""request_id"":1049}"
3269,CatalogViewed,146,550,,sess_146_1689,2025-12-29T16:15:19+00:00,"{""category_id"":16,""source"":""catalog""}"
3270,CatalogViewed,565,1026,,sess_565_7982,2025-12-29T16:18:37+00:00,"{""category_id"":23,""source"":""catalog""}"
3271,RecommendationDisliked,282,229,,sess_282_1539,2025-12-29T16:42:54+00:00,"{""action"":""dislike"",""request_id"":1322}"
3272,CatalogViewed,479,722,,sess_479_4539,2025-12-29T17:20:04+00:00,"{""category_id"":13,""source"":""catalog""}"
3273,AddToCart,413,1008,,sess_413_9873,2025-12-29T17:24:47+00:00,"{""price"":""175054.87"",""quantity"":1}"
3274,RecommendationShown,329,224,,sess_329_6570,2025-12-29T17:35:34+00:00,"{""context"":""item"",""items"":[942,195,1082,1193,1125,53,537,749,868,130],""model_version"":""recs_rank_v4"",""request_id"":865}"
3275,CatalogViewed,592,988,,sess_592_2866,2025-12-29T17:51:06+00:00,"{""category_id"":12,""source"":""catalog""}"
3276,AddToCart,27,6,,sess_27_3978,2025-12-29T18:20:05+00:00,"{""price"":""11701.81"",""quantity"":3}"
3277,RecommendationShown,219,248,,sess_219_6797,2025-12-29T18:54:14+00:00,"{""context"":""item"",""items"":[805,895,1090,473,692,962,974,190,650,943],""model_version"":""recs_rank_v6"",""request_id"":1002}"
3278,RecommendationClicked,329,1193,,sess_329_1056,2025-12-29T18:58:20+00:00,"{""action"":""click"",""request_id"":865}"
3279,CatalogViewed,588,703,,sess_588_1329,2025-12-29T19:04:48+00:00,"{""category_id"":17,""source"":""catalog""}"
3280,RecommendationShown,313,,,sess_313_4394,2025-12-29T19:07:47+00:00,"{""context"":""catalog"",""items"":[46,160,331,500,303,583,322,249,302,225],""model_version"":""recs_rank_v6"",""request_id"":1340}"
3281,CatalogViewed,348,225,,sess_348_8302,2025-12-29T19:09:07+00:00,"{""category_id"":1,""source"":""catalog""}"
3282,CatalogViewed,17,75,,sess_17_5329,2025-12-29T19:38:00+00:00,"{""category_id"":12,""source"":""catalog""}"
3283,RecommendationClicked,520,310,,sess_520_9421,2025-12-29T20:09:56+00:00,"{""action"":""click"",""request_id"":792}"
3284,OrderCreated,3,,500411,,2025-12-29T20:47:15+00:00,"{""currency"":""RUB"",""items"":[{""item_id"":835,""price"":""1551.67"",""qty"":1},{""item_id"":388,""price"":""72929.13"",""qty"":1}],""total"":""74480.80""}"
3285,RecommendationClicked,136,800,,sess_136_2506,2025-12-29T20:50:14+00:00,"{""action"":""click"",""request_id"":1101}"
3286,RecommendationClicked,136,822,,sess_136_6865,2025-12-29T20:54:25+00:00,"{""action"":""click"",""request_id"":1101}"
3287,RecommendationClicked,258,452,,sess_258_9497,2025-12-29T21:13:26+00:00,"{""action"":""click"",""request_id"":786}"
3288,CatalogViewed,544,702,,sess_544_2150,2025-12-29T21:18:36+00:00,"{""category_id"":3,""source"":""catalog""}"
3289,CatalogViewed,549,186,,sess_549_3571,2025-12-29T21:25:24+00:00,"{""category_id"":13,""source"":""catalog""}"
3290,CatalogViewed,600,222,,sess_600_4081,2025-12-29T22:11:13+00:00,"{""category_id"":17,""source"":""catalog""}"
3291,RecommendationClicked,593,115,,sess_593_1603,2025-12-29T22:15:04+00:00,"{""action"":""click"",""request_id"":1049}"
3292,CatalogViewed,79,451,,sess_79_3933,2025-12-29T22:48:46+00:00,"{""category_id"":5,""source"":""catalog""}"
3293,AddToCart,176,21,,sess_176_2620,2025-12-29T23:06:28+00:00,"{""price"":""19043.03"",""quantity"":3}"
3294,RecommendationDisliked,258,157,,sess_258_1193,2025-12-29T23:40:16+00:00,"{""action"":""dislike"",""request_id"":786}"
3295,CatalogViewed,145,701,,sess_145_6830,2025-12-29T23:54:06+00:00,"{""category_id"":20,""source"":""catalog""}"
3296,CatalogViewed,149,733,,sess_149_2469,2025-12-29T23:54:44+00:00,"{""category_id"":22,""source"":""catalog""}"
3297,RecommendationShown,345,,,sess_345_7378,2025-12-30T00:00:18+00:00,"{""context"":""catalog"",""items"":[153,1171,1092,816,507,1137,792,1180,762,427],""model_version"":""recs_rank_v3"",""request_id"":345}"
3298,RecommendationClicked,181,424,,sess_181_8289,2025-12-30T00:11:08+00:00,"{""action"":""click"",""request_id"":107}"
3299,RecommendationShown,464,,,sess_464_3996,2025-12-30T00:12:39+00:00,"{""context"":""catalog"",""items"":[36,146,670,874,849,115,1064,279,1183,1087],""model_version"":""recs_rank_v6"",""request_id"":39}"
3300,OrderPaid,3,,500411,,2025-12-30T00:28:15+00:00,"{""items"":[{""item_id"":835,""price"":""1551.67"",""qty"":1},{""item_id"":388,""price"":""72929.13"",""qty"":1}],""payment_method"":""sbp"",""total"":""74480.80""}"
3301,CatalogViewed,319,566,,sess_319_5894,2025-12-30T00:34:57+00:00,"{""category_id"":1,""source"":""catalog""}"
3302,RecommendationDisliked,492,749,,sess_492_8152,2025-12-30T01:19:36+00:00,"{""action"":""dislike"",""request_id"":252}"
3303,CatalogViewed,528,374,,sess_528_4974,2025-12-30T01:24:48+00:00,"{""category_id"":20,""source"":""catalog""}"
3304,RecommendationClicked,551,461,,sess_551_2827,2025-12-30T01:28:13+00:00,"{""action"":""click"",""request_id"":746}"
3305,CatalogViewed,130,962,,sess_130_2695,2025-12-30T01:31:06+00:00,"{""category_id"":4,""source"":""catalog""}"
3306,RecommendationShown,14,,,sess_14_8169,2025-12-30T01:49:57+00:00,"{""context"":""catalog"",""items"":[948,192,746,1002,884,879,618,66,493,1185],""model_version"":""recs_rank_v6"",""request_id"":515}"
3307,CatalogViewed,485,226,,sess_485_9650,2025-12-30T01:51:11+00:00,"{""category_id"":15,""source"":""catalog""}"
3308,AddToCart,295,456,,sess_295_8240,2025-12-30T02:12:10+00:00,"{""price"":""35487.50"",""quantity"":3}"
3309,RecommendationClicked,593,917,,sess_593_8784,2025-12-30T02:19:35+00:00,"{""action"":""click"",""request_id"":1049}"
3310,CatalogViewed,191,237,,sess_191_5574,2025-12-30T02:37:21+00:00,"{""category_id"":24,""source"":""catalog""}"
3311,CatalogViewed,277,15,,sess_277_1164,2025-12-30T03:20:51+00:00,"{""category_id"":7,""source"":""catalog""}"
3312,AddToCart,209,150,,sess_209_9990,2025-12-30T03:25:18+00:00,"{""price"":""2062.77"",""quantity"":3}"
3313,RecommendationClicked,385,279,,sess_385_5022,2025-12-30T03:33:37+00:00,"{""action"":""click"",""request_id"":599}"
3314,CatalogViewed,483,387,,sess_483_1988,2025-12-30T03:35:47+00:00,"{""category_id"":15,""source"":""catalog""}"
3315,RecommendationClicked,464,1064,,sess_464_1273,2025-12-30T03:36:51+00:00,"{""action"":""click"",""request_id"":39}"
3316,CatalogViewed,281,178,,sess_281_4463,2025-12-30T03:45:07+00:00,"{""category_id"":3,""source"":""catalog""}"
3317,RecommendationShown,87,,,sess_87_8280,2025-12-30T03:57:16+00:00,"{""context"":""catalog"",""items"":[792,369,41,815,1121,674,195,1137,663,507],""model_version"":""recs_rank_v5"",""request_id"":666}"
3318,CatalogViewed,517,364,,sess_517_7884,2025-12-30T04:05:16+00:00,"{""category_id"":15,""source"":""catalog""}"
3319,RecommendationClicked,593,202,,sess_593_4319,2025-12-30T04:05:41+00:00,"{""action"":""click"",""request_id"":1049}"
3320,OrderCreated,446,,500407,,2025-12-30T04:50:40+00:00,"{""currency"":""RUB"",""items"":[{""item_id"":730,""price"":""5068.52"",""qty"":2},{""item_id"":1144,""price"":""69036.79"",""qty"":1},{""item_id"":768,""price"":""11793.69"",""qty"":2}],""total"":""102761.21""}"
3321,RecommendationShown,542,,,sess_542_9815,2025-12-30T04:52:10+00:00,"{""context"":""catalog"",""items"":[839,1052,943,51,612,1024,530,1070,27,737],""model_version"":""recs_rank_v6"",""request_id"":425}"
3322,CatalogViewed,36,671,,sess_36_8151,2025-12-30T04:57:57+00:00,"{""category_id"":17,""source"":""catalog""}"
3323,RecommendationClicked,77,275,,sess_77_2243,2025-12-30T05:06:06+00:00,"{""action"":""click"",""request_id"":1300}"
3324,RecommendationClicked,87,369,,sess_87_5717,2025-12-30T05:11:26+00:00,"{""action"":""click"",""request_id"":666}"
3325,OrderCreated,474,,500359,,2025-12-30T05:51:28+00:00,"{""currency"":""RUB"",""items"":[{""item_id"":904,""price"":""105675.18"",""qty"":1},{""item_id"":587,""price"":""4726.24"",""qty"":2},{""item_id"":284,""price"":""10984.03"",""qty"":2}],""total"":""137095.72""}"
3326,OrderCreated,111,,500038,,2025-12-30T06:01:47+00:00,"{""currency"":""RUB"",""items"":[{""item_id"":1014,""price"":""8332.21"",""qty"":1},{""item_id"":311,""price"":""16423.31"",""qty"":2},{""item_id"":1063,""price"":""6041.98"",""qty"":1},{""item_id"":1179,""price"":""67890.71"",""qty"":1}],""total"":""115111.52""}"
3327,AddToCart,372,423,,sess_372_3066,2025-12-30T06:02:46+00:00,"{""price"":""8689.20"",""quantity"":1}"
3328,RecommendationClicked,345,1092,,sess_345_6355,2025-12-30T06:30:14+00:00,"{""action"":""click"",""request_id"":345}"
3329,CatalogViewed,301,326,,sess_301_8105,2025-12-30T06:32:09+00:00,"{""category_id"":24,""source"":""catalog""}"
3330,RecommendationShown,600,,,sess_600_5042,2025-12-30T06:34:21+00:00,"{""context"":""catalog"",""items"":[133,385,988,136,971,787,1147,967,34,1196],""model_version"":""recs_rank_v8"",""request_id"":1475}"
3331,RecommendationClicked,329,1082,,sess_329_5730,2025-12-30T07:00:53+00:00,"{""action"":""click"",""request_id"":865}"
3332,AddToCart,163,120,,sess_163_4447,2025-12-30T07:02:00+00:00,"{""price"":""57527.82"",""quantity"":3}"
3333,CatalogViewed,519,802,,sess_519_9483,2025-12-30T07:05:31+00:00,"{""category_id"":10,""source"":""catalog""}"
3334,RecommendationClicked,219,190,,sess_219_2857,2025-12-30T07:06:04+00:00,"{""action"":""click"",""request_id"":1002}"
3335,CatalogViewed,369,711,,sess_369_2534,2025-12-30T08:13:11+00:00,"{""category_id"":21,""source"":""catalog""}"
3336,OrderCreated,30,,500316,,2025-12-30T08:25:06+00:00,"{""currency"":""RUB"",""items"":[{""item_id"":766,""price"":""30169.79"",""qty"":1},{""item_id"":296,""price"":""6971.19"",""qty"":1},{""item_id"":136,""price"":""4108.27"",""qty"":1},{""item_id"":953,""price"":""81731.74"",""qty"":1}],""total"":""122980.99""}"
3337,CatalogViewed,25,940,,sess_25_2811,2025-12-30T08:26:41+00:00,"{""category_id"":21,""source"":""catalog""}"
3338,RecommendationDisliked,385,1064,,sess_385_3903,2025-12-30T08:36:32+00:00,"{""action"":""dislike"",""request_id"":599}"
3339,RecommendationShown,553,,,sess_553_8828,2025-12-30T08:37:11+00:00,"{""context"":""catalog"",""items"":[52,522,438,988,420,85,1036,567,403,1035],""model_version"":""recs_rank_v5"",""request_id"":250}"
3340,CatalogViewed,185,707,,sess_185_4699,2025-12-30T08:52:54+00:00,"{""category_id"":13,""source"":""catalog""}"
3341,CatalogViewed,421,1156,,sess_421_4971,2025-12-30T08:55:30+00:00,"{""category_id"":20,""source"":""catalog""}"
3342,RecommendationClicked,445,527,,sess_445_9636,2025-12-30T09:06:53+00:00,"{""action"":""click"",""request_id"":1369}"
3343,RecommendationDisliked,492,38,,sess_492_8538,2025-12-30T09:12:28+00:00,"{""action"":""dislike"",""request_id"":252}"
3344,RecommendationShown,584,,,sess_584_4486,2025-12-30T09:16:47+00:00,"{""context"":""catalog"",""items"":[13,2,395,879,94,615,113,1190,601,384],""model_version"":""recs_rank_v6"",""request_id"":742}"
3345,RecommendationClicked,14,746,,sess_14_3170,2025-12-30T09:18:56+00:00,"{""action"":""click"",""request_id"":515}"
3346,CatalogViewed,319,1166,,sess_319_5665,2025-12-30T09:39:35+00:00,"{""category_id"":9,""source"":""catalog""}"
3347,CatalogViewed,546,323,,sess_546_6100,2025-12-30T10:22:34+00:00,"{""category_id"":20,""source"":""catalog""}"
3348,RecommendationShown,226,892,,sess_226_3804,2025-12-30T10:41:35+00:00,"{""context"":""item"",""items"":[597,505,1190,482,799,690,1136,740,682,988],""model_version"":""recs_rank_v5"",""request_id"":1310}"
3349,CatalogViewed,366,954,,sess_366_6565,2025-12-30T10:48:35+00:00,"{""category_id"":15,""source"":""catalog""}"
3350,RecommendationShown,384,,,sess_384_8170,2025-12-30T10:55:11+00:00,"{""context"":""catalog"",""items"":[626,165,656,189,156,259,737,31,266,604],""model_version"":""recs_rank_v2"",""request_id"":514}"
3351,AddToCart,32,951,,sess_32_4719,2025-12-30T10:55:31+00:00,"{""price"":""9670.47"",""quantity"":1}"
3352,RecommendationClicked,283,888,,sess_283_1151,2025-12-30T11:01:33+00:00,"{""action"":""click"",""request_id"":240}"
3353,CatalogViewed,188,901,,sess_188_7574,2025-12-30T11:09:49+00:00,"{""category_id"":24,""source"":""catalog""}"
3354,AddToCart,161,948,,sess_161_7237,2025-12-30T11:16:54+00:00,"{""price"":""62980.29"",""quantity"":3}"
3355,CatalogViewed,361,774,,sess_361_4375,2025-12-30T11:32:21+00:00,"{""category_id"":1,""source"":""catalog""}"
3356,RecommendationClicked,14,66,,sess_14_8318,2025-12-30T11:32:58+00:00,"{""action"":""click"",""request_id"":515}"
3357,CatalogViewed,65,690,,sess_65_1215,2025-12-30T11:38:49+00:00,"{""category_id"":14,""source"":""catalog""}"
3358,RecommendationShown,12,,,sess_12_3443,2025-12-30T11:56:09+00:00,"{""context"":""cart"",""items"":[940,307,1099,243,447,64,489,543,821,390],""model_version"":""recs_rank_v6"",""request_id"":1294}"
3359,CatalogViewed,196,122,,sess_196_3392,2025-12-30T11:56:45+00:00,"{""category_id"":10,""source"":""catalog""}"
3360,AddToCart,597,641,,sess_597_6863,2025-12-30T12:05:36+00:00,"{""price"":""10116.10"",""quantity"":1}"
3361,CatalogViewed,57,528,,sess_57_4093,2025-12-30T12:18:51+00:00,"{""category_id"":18,""source"":""catalog""}"
3362,CatalogViewed,193,563,,sess_193_3947,2025-12-30T12:29:37+00:00,"{""category_id"":9,""source"":""catalog""}"
3363,CatalogViewed,529,94,,sess_529_7827,2025-12-30T12:55:52+00:00,"{""category_id"":14,""source"":""catalog""}"
3364,CatalogViewed,487,1118,,sess_487_5792,2025-12-30T13:20:30+00:00,"{""category_id"":14,""source"":""catalog""}"
3365,RecommendationClicked,551,1076,,sess_551_8416,2025-12-30T13:21:22+00:00,"{""action"":""click"",""request_id"":746}"
3366,RecommendationClicked,492,709,,sess_492_6267,2025-12-30T13:25:57+00:00,"{""action"":""click"",""request_id"":252}"
3367,CatalogViewed,582,554,,sess_582_4729,2025-12-30T13:43:34+00:00,"{""category_id"":1,""source"":""catalog""}"
3368,RecommendationShown,328,822,,sess_328_1477,2025-12-30T13:59:48+00:00,"{""context"":""item"",""items"":[68,375,393,192,392,658,328,1194,286,947],""model_version"":""recs_rank_v6"",""request_id"":1386}"
3369,OrderCreated,151,,500296,,2025-12-30T14:02:23+00:00,"{""currency"":""RUB"",""items"":[{""item_id"":332,""price"":""19703.48"",""qty"":1},{""item_id"":1056,""price"":""97501.19"",""qty"":1},{""item_id"":205,""price"":""15222.30"",""qty"":2}],""total"":""147649.27""}"
3370,AddToCart,430,738,,sess_430_9695,2025-12-30T14:11:25+00:00,"{""price"":""11659.77"",""quantity"":3}"
3371,RecommendationClicked,87,1121,,sess_87_2744,2025-12-30T14:35:16+00:00,"{""action"":""click"",""request_id"":666}"
3372,RecommendationShown,176,665,,sess_176_1801,2025-12-30T14:50:38+00:00,"{""context"":""cart"",""items"":[157,333,1082,905,614,161,1129,260,961,186],""model_version"":""recs_rank_v6"",""request_id"":1129}"
3373,RecommendationShown,394,,,sess_394_2905,2025-12-30T15:09:18+00:00,"{""context"":""catalog"",""items"":[57,384,546,696,809,394,641,1132,670,372],""model_version"":""recs_rank_v7"",""request_id"":457}"
3374,CatalogViewed,99,260,,sess_99_7508,2025-12-30T15:23:12+00:00,"{""category_id"":13,""source"":""catalog""}"
3375,RecommendationClicked,464,874,,sess_464_1275,2025-12-30T15:46:10+00:00,"{""action"":""click"",""request_id"":39}"
3376,RecommendationDisliked,226,740,,sess_226_4041,2025-12-30T15:54:47+00:00,"{""action"":""dislike"",""request_id"":1310}"
3377,AddToCart,293,1078,,sess_293_5889,2025-12-30T16:10:51+00:00,"{""price"":""76230.73"",""quantity"":2}"
3378,CatalogViewed,168,152,,sess_168_3657,2025-12-30T16:41:36+00:00,"{""category_id"":17,""source"":""catalog""}"
3379,CatalogViewed,356,891,,sess_356_3588,2025-12-30T16:47:33+00:00,"{""category_id"":5,""source"":""catalog""}"
3380,CatalogViewed,110,692,,sess_110_6839,2025-12-30T16:59:26+00:00,"{""category_id"":18,""source"":""catalog""}"
3381,CatalogViewed,183,1180,,sess_183_5386,2025-12-30T17:01:51+00:00,"{""category_id"":2,""source"":""catalog""}"
3382,AddToCart,130,1045,,sess_130_1022,2025-12-30T17:03:22+00:00,"{""price"":""24426.33"",""quantity"":1}"
3383,RecommendationShown,61,1046,,sess_61_3848,2025-12-30T17:27:12+00:00,"{""context"":""item"",""items"":[376,636,144,703,683,466,1099,243,511,331],""model_version"":""recs_rank_v5"",""request_id"":23}"
3384,RecommendationShown,128,,,sess_128_1188,2025-12-30T17:46:08+00:00,"{""context"":""catalog"",""items"":[913,1179,806,907,968,306,382,955,916,1130],""model_version"":""recs_rank_v6"",""request_id"":68}"
3385,RecommendationDisliked,87,195,,sess_87_2630,2025-12-30T18:12:39+00:00,"{""action"":""dislike"",""request_id"":666}"
3386,CatalogViewed,297,791,,sess_297_7831,2025-12-30T18:23:55+00:00,"{""category_id"":9,""source"":""catalog""}"
3387,CatalogViewed,170,618,,sess_170_5591,2025-12-30T18:29:35+00:00,"{""category_id"":23,""source"":""catalog""}"
3388,AddToCart,124,1047,,sess_124_4411,2025-12-30T18:30:45+00:00,"{""price"":""298.53"",""quantity"":3}"
3389,AddToCart,470,1189,,sess_470_2342,2025-12-30T18:51:58+00:00,"{""price"":""20078.68"",""quantity"":1}"
3390,OrderCreated,85,,500382,,2025-12-30T18:56:33+00:00,"{""currency"":""RUB"",""items"":[{""item_id"":311,""price"":""16423.31"",""qty"":2}],""total"":""32846.62""}"
3391,CatalogViewed,333,279,,sess_333_7948,2025-12-30T19:08:46+00:00,"{""category_id"":11,""source"":""catalog""}"
3392,RecommendationShown,308,,,sess_308_5273,2025-12-30T19:10:13+00:00,"{""context"":""catalog"",""items"":[1060,38,792,1106,335,1148,769,890,961,129],""model_version"":""recs_rank_v6"",""request_id"":146}"
3393,OrderPaid,85,,500382,,2025-12-30T19:26:33+00:00,"{""items"":[{""item_id"":311,""price"":""16423.31"",""qty"":2}],""payment_method"":""card"",""total"":""32846.62""}"
3394,AddToCart,319,505,,sess_319_1312,2025-12-30T19:38:09+00:00,"{""price"":""22543.05"",""quantity"":1}"
3395,RecommendationShown,578,,,sess_578_1561,2025-12-30T19:47:09+00:00,"{""context"":""catalog"",""items"":[645,560,400,859,857,106,946,617,904,1008],""model_version"":""recs_rank_v2"",""request_id"":278}"
3396,CatalogViewed,498,710,,sess_498_9608,2025-12-30T19:51:05+00:00,"{""category_id"":24,""source"":""catalog""}"
3397,RecommendationClicked,584,113,,sess_584_9474,2025-12-30T19:51:07+00:00,"{""action"":""click"",""request_id"":742}"
3398,CatalogViewed,242,11,,sess_242_3717,2025-12-30T19:51:25+00:00,"{""category_id"":1,""source"":""catalog""}"
3399,OrderPaid,474,,500359,,2025-12-30T20:16:28+00:00,"{""items"":[{""item_id"":904,""price"":""105675.18"",""qty"":1},{""item_id"":587,""price"":""4726.24"",""qty"":2},{""item_id"":284,""price"":""10984.03"",""qty"":2}],""payment_method"":""wallet"",""total"":""137095.72""}"
3400,RecommendationDisliked,464,115,,sess_464_1886,2025-12-30T20:19:00+00:00,"{""action"":""dislike"",""request_id"":39}"
3401,RecommendationDisliked,328,658,,sess_328_2675,2025-12-30T20:21:38+00:00,"{""action"":""dislike"",""request_id"":1386}"
3402,RecommendationShown,56,1105,,sess_56_1920,2025-12-30T20:25:53+00:00,"{""context"":""item"",""items"":[36,755,18,1035,1064,670,1058,488,37,1103],""model_version"":""recs_rank_v6"",""request_id"":956}"
3403,CatalogViewed,152,884,,sess_152_4607,2025-12-30T20:36:20+00:00,"{""category_id"":23,""source"":""catalog""}"
3404,RecommendationShown,406,,,sess_406_8882,2025-12-30T20:43:11+00:00,"{""context"":""catalog"",""items"":[668,517,685,624,495,623,588,1,457,445],""model_version"":""recs_rank_v6"",""request_id"":871}"
3405,CatalogViewed,560,612,,sess_560_3160,2025-12-30T20:45:27+00:00,"{""category_id"":4,""source"":""catalog""}"
3406,OrderPaid,111,,500038,,2025-12-30T20:47:47+00:00,"{""items"":[{""item_id"":1014,""price"":""8332.21"",""qty"":1},{""item_id"":311,""price"":""16423.31"",""qty"":2},{""item_id"":1063,""price"":""6041.98"",""qty"":1},{""item_id"":1179,""price"":""67890.71"",""qty"":1}],""payment_method"":""card"",""total"":""115111.52""}"
3407,CatalogViewed,170,660,,sess_170_4094,2025-12-30T20:53:40+00:00,"{""category_id"":21,""source"":""catalog""}"
3408,RecommendationClicked,176,333,,sess_176_7209,2025-12-30T20:53:44+00:00,"{""action"":""click"",""request_id"":1129}"
3409,RecommendationShown,493,,,sess_493_9136,2025-12-30T21:07:37+00:00,"{""context"":""catalog"",""items"":[1188,1198,458,690,734,358,728,651,139,173],""model_version"":""recs_rank_v6"",""request_id"":703}"
3410,OrderCreated,448,,500004,,2025-12-30T21:32:00+00:00,"{""currency"":""RUB"",""items"":[{""item_id"":671,""price"":""6472.77"",""qty"":1},{""item_id"":685,""price"":""2433.20"",""qty"":2},{""item_id"":194,""price"":""16882.87"",""qty"":1}],""total"":""28222.04""}"
3411,RecommendationShown,234,,,sess_234_1503,2025-12-30T21:38:02+00:00,"{""context"":""catalog"",""items"":[1166,1114,935,662,714,672,220,1073,34,139],""model_version"":""recs_rank_v6"",""request_id"":681}"
3412,RecommendationClicked,593,1183,,sess_593_2972,2025-12-30T22:03:55+00:00,"{""action"":""click"",""request_id"":1049}"
3413,CatalogViewed,33,27,,sess_33_3784,2025-12-30T22:10:00+00:00,"{""category_id"":4,""source"":""catalog""}"
3414,AddToCart,356,979,,sess_356_5363,2025-12-30T22:10:23+00:00,"{""price"":""38691.71"",""quantity"":1}"
3415,RecommendationClicked,328,328,,sess_328_5620,2025-12-30T22:19:58+00:00,"{""action"":""click"",""request_id"":1386}"
3416,RecommendationShown,297,,,sess_297_6219,2025-12-30T22:26:25+00:00,"{""context"":""cart"",""items"":[703,717,924,376,970,91,1046,919,707,536],""model_version"":""recs_rank_v6"",""request_id"":765}"
3417,RecommendationDisliked,87,815,,sess_87_5056,2025-12-30T22:32:40+00:00,"{""action"":""dislike"",""request_id"":666}"
3418,RecommendationDisliked,553,52,,sess_553_2149,2025-12-30T22:35:55+00:00,"{""action"":""dislike"",""request_id"":250}"
3419,CatalogViewed,566,514,,sess_566_3526,2025-12-30T23:03:28+00:00,"{""category_id"":5,""source"":""catalog""}"
3420,RecommendationShown,41,,,sess_41_3299,2025-12-30T23:13:06+00:00,"{""context"":""cart"",""items"":[377,368,17,1066,312,404,915,504,294,854],""model_version"":""recs_rank_v6"",""request_id"":1446}"
