user_id,updated_at,category_counts,brand_counts,avg_check,last_k_items,last_active_ts
104,2025-12-09T04:22:46+00:00,"{""12"":82,""15"":55,""2"":122,""22"":100,""3"":105}","{""Foxly"":116,""PixelWay"":110,""Vertex"":42}",40091.19,"[86,53,435,907,319,28,385,465]",2026-01-06T21:12:52+00:00
105,2026-01-29T21:44:59+00:00,"{""10"":91,""11"":141,""14"":132,""16"":81,""19"":104,""23"":30,""7"":120}","{""Orion"":5,""SilverBox"":24,""UrbanFit"":82}",,"[1163,53,392,498,1021,1065,566,765]",2026-02-14T14:17:24+00:00
106,2026-02-11T21:20:23+00:00,"{""10"":159,""11"":100,""19"":143,""21"":147,""3"":124}","{""Orion"":96,""SilverBox"":60,""Volna"":108}",40430.12,"[58,38,999,1052,726,1113]",2026-02-11T03:06:23+00:00
107,2026-01-14T19:30:55+00:00,"{""13"":40,""17"":70,""6"":66,""7"":69}","{""AquaLeaf"":36,""Crafto"":110,""Lira"":17,""TrueSound"":2,""Volna"":116}",27147.79,"[1064,790,1158,687,443,426,1032,675,181,638,33]",2026-02-26T19:46:23+00:00
108,2026-01-03T06:42:55+00:00,"{""1"":78,""13"":49,""2"":9,""24"":149,""3"":42,""7"":65,""8"":153}","{""CleverBee"":31,""Crafto"":20,""Foxly"":84,""NordLine"":92,""TrueSound"":97}",,"[961,451,1008,882,253]",2026-01-19T05:55:08+00:00
109,2026-01-07T17:16:22+00:00,"{""1"":145,""17"":113,""18"":154,""19"":85,""2"":33,""23"":159,""5"":10}","{""HomeArt"":98,""Lira"":28,""PrimeTech"":27,""Terra"":24}",,"[1091,371,905,1155,459,784,273,1118,928,1162]",2026-01-08T16:05:35+00:00
110,2026-02-11T01:21:30+00:00,"{""14"":114,""17"":132,""19"":48,""7"":103}","{""Smarton"":11,""Terra"":23}",,"[1084,960,790,1097,551,910]",2026-02-16T16:26:02+00:00
111,2025-12-18T04:32:14+00:00,"{""10"":36,""2"":90,""3"":40}","{""Brisk"":46,""NordLine"":2,""PrimeTech"":4}",54669.40,"[867,1092,781,965,839,852,894,89,967,344,44,878]",2026-01-28T10:59:31+00:00
112,2026-02-08T11:40:36+00:00,"{""12"":36,""18"":15,""23"":40,""9"":98}","{""Lira"":6,""Lumen"":67,""MobiPro"":21,""Neonix"":61,""Rivex"":47,""Vertex"":50}",5955.75,"[844,434,397,1029,477,987]",2026-02-11T13:16:25+00:00
113,2026-02-17T15:17:33+00:00,"{""15"":97,""18"":114,""9"":98}","{""Aster"":96,""Orion"":116,""Smarton"":29,""UrbanFit"":114}",8286.92,"[197,767,437,905,280]",2026-02-27T09:00:01+00:00
114,2025-12-31T22:37:15+00:00,"{""10"":104,""5"":94,""7"":102,""9"":81}","{""Aster"":86,""Smarton"":95,""Vertex"":10}",47104.86,"[163,680,402,370,772,24,86,1197,1147]",2025-12-26T20:59:55+00:00
115,2026-01-24T11:03:08+00:00,"{""10"":91,""12"":41,""19"":119,""6"":66}","{""Aster"":14,""Crafto"":110,""Lumen"":113}",36580.53,"[322,669,658,205,882,828,1190,609,157,405,919]",
116,2026-02-21T12:39:38+00:00,"{""12"":54,""14"":51,""22"":18,""5"":132,""6"":93,""9"":34}","{""Lumen"":96,""Rivex"":12,""Terra"":44}",39838.52,"[427,543,780,1071,1008,346]",2026-02-27T00:07:32+00:00
117,2026-01-20T19:58:10+00:00,"{""17"":105,""19"":20,""22"":87,""24"":101,""3"":116,""6"":21,""8"":157}","{""AquaLeaf"":38,""MobiPro"":74,""NordLine"":58,""Rivex"":106,""Smarton"":90}",37976.83,"[18,631,104,460,982]",2026-01-27T11:08:26+00:00
118,2025-12-25T15:22:27+00:00,"{""11"":59,""15"":116,""16"":112,""18"":31,""20"":11,""21"":61}","{""Brisk"":96,""Foxly"":46,""Orion"":72}",6948.62,"[309,230,1054,490,449,839]",2026-02-09T13:41:03+00:00
119,2026-02-04T13:29:16+00:00,"{""17"":58,""19"":97,""21"":135,""6"":34}","{""Foxly"":87,""SilverBox"":18,""UrbanFit"":5}",23899.52,"[995,615,830,960,1075]",2026-02-19T15:14:50+00:00
120,2026-02-02T14:58:16+00:00,"{""12"":61,""14"":14,""19"":105,""20"":117,""24"":139,""3"":151,""7"":50}","{""AquaLeaf"":5,""Brisk"":70,""Foxly"":80,""MobiPro"":52,""Volna"":34}",11204.21,"[461,1084,786,588,403,584,303,401,218]",2026-02-28T11:28:38+00:00
121,2026-02-01T19:29:27+00:00,"{""18"":81,""24"":63,""6"":95,""7"":57}","{""Brisk"":114,""Lira"":83,""Lumen"":48,""Optima"":113,""UrbanFit"":6}",38812.64,"[421,1,658,628,977,785,972,423,195,308,113,345]",2026-02-15T17:22:04+00:00
122,2026-01-07T15:51:49+00:00,"{""1"":24,""19"":4,""2"":23,""21"":5,""6"":86}","{""Futura"":37,""Optima"":49,""Orion"":65}",12948.46,"[300,4,813,432,656]",2026-02-11T10:11:48+00:00
123,2026-02-12T02:29:10+00:00,"{""11"":157,""16"":27,""24"":131}","{""Brisk"":119,""SilverBox"":27,""Smarton"":34}",50221.91,"[1019,460,881,138,1018,187,539]",2026-02-13T20:19:21+00:00
124,2026-01-15T02:57:50+00:00,"{""1"":125,""16"":9,""17"":147,""4"":126,""5"":153}","{""Futura"":106,""HomeArt"":92,""Lira"":26,""Lumen"":89,""Smarton"":61}",42717.80,"[1024,929,1038,452,51,653]",
125,2026-01-05T08:21:39+00:00,"{""10"":124,""12"":143,""3"":64,""5"":125,""6"":58}","{""Aster"":24,""CleverBee"":109,""Crafto"":77,""Neonix"":78,""Orion"":28,""Terra"":58}",44225.10,"[13,743,1060,484,256,200,239,1122,500]",2026-01-20T12:18:54+00:00
126,2025-12-20T09:45:12+00:00,"{""10"":154,""14"":14,""23"":35,""6"":76}","{""CleverBee"":35,""Foxly"":81,""HomeArt"":113,""PrimeTech"":48,""SilverBox"":39,""TrueSound"":34}",22251.45,"[345,165,997,756,1185,282,1130,186]",2026-01-28T19:42:34+00:00
127,2026-01-16T23:52:52+00:00,"{""1"":30,""11"":14,""12"":90,""21"":144,""8"":98,""9"":76}","{""Brisk"":8,""Lumen"":102,""Neonix"":48,""Smarton"":42,""Volna"":49}",14998.94,"[771,255,754,181,502,59,432,1006,922,1157,667,1168]",2026-01-12T23:09:24+00:00
128,2026-02-17T09:09:24+00:00,"{""1"":41,""10"":44,""17"":24,""21"":152,""7"":140}","{""AquaLeaf"":114,""NordLine"":39,""Terra"":100}",54103.77,"[1139,922,1143,175,1083,614,5,246,147,307,188,723]",2026-02-23T01:35:01+00:00
129,2026-02-27T08:50:57+00:00,"{""19"":123,""22"":8,""24"":26,""6"":118}","{""Aster"":56,""Crafto"":45,""Futura"":67,""Lumen"":98,""MobiPro"":50,""TrueSound"":85}",,"[92,994,257,971,551,1200,327,499,824]",2026-03-02T02:46:25+00:00
130,2025-12-18T06:47:59+00:00,"{""10"":60,""14"":141,""16"":146,""17"":46,""18"":74,""6"":108}","{""AquaLeaf"":47,""Neonix"":96,""Orion"":113,""PrimeTech"":87,""Rivex"":101}",51542.41,"[440,1040,340,836,161,210,82,947,354,790,95,1067]",2026-01-26T06:34:28+00:00
131,2026-01-24T13:20:46+00:00,"{""16"":28,""19"":22,""2"":90,""23"":67,""5"":53,""6"":13,""8"":127}","{""Crafto"":48,""HomeArt"":116,""Optima"":27,""Rivex"":115,""Vertex"":14}",,"[524,496,254,699,358,482]",2026-02-11T02:29:07+00:00
132,2026-02-08T15:39:25+00:00,"{""11"":87,""13"":6,""14"":82,""22"":127}","{""CleverBee"":96,""Optima"":111,""PrimeTech"":88}",39260.61,"[33,1198,794,924,300,698,239]",2026-02-03T10:48:06+00:00
133,2026-02-25T04:12:58+00:00,"{""23"":37,""24"":46,""4"":124}","{""AquaLeaf"":114,""Futura"":107,""NordLine"":105,""UrbanFit"":52}",20737.93,"[82,662,1011,664,310,1047,346,786,728]",2026-02-28T05:00:46+00:00
134,2026-02-03T15:47:40+00:00,"{""1"":138,""13"":58,""15"":30,""18"":27,""6"":50}","{""Aster"":40,""NordLine"":9,""Optima"":77,""SilverBox"":103,""UrbanFit"":98}",7168.29,"[756,50,519,241,255]",2026-02-13T19:30:52+00:00
135,2026-01-03T01:27:10+00:00,"{""11"":120,""13"":32,""18"":113,""21"":111,""6"":116,""8"":102}","{""AquaLeaf"":10,""Crafto"":3,""Futura"":11,""Lira"":49,""NordLine"":106,""UrbanFit"":61}",,"[199,75,764,699,1155,208]",2026-02-27T22:44:22+00:00
136,2026-01-28T11:20:23+00:00,"{""16"":14,""19"":119,""20"":132,""24"":124,""7"":6,""9"":143}","{""AquaLeaf"":28,""Brisk"":3,""UrbanFit"":116}",14969.91,"[205,695,157,585,1141,584,627,154,711,864,631,447]",2026-02-14T07:17:01+00:00
137,2026-01-01T21:32:53+00:00,"{""13"":140,""3"":53,""5"":14}","{""Smarton"":100,""Vertex"":93,""Volna"":89}",29007.24,"[166,1023,467,1198,1109]",
138,2025-12-29T15:52:28+00:00,"{""14"":128,""16"":113,""18"":83,""21"":22}","{""Futura"":19,""HomeArt"":3,""Neonix"":10,""SilverBox"":8,""Smarton"":46}",51486.45,"[648,207,561,701,965,79,572,1096,897]",2026-01-11T09:16:59+00:00
139,2025-12-18T10:02:29+00:00,"{""10"":158,""18"":93,""21"":67}","{""Brisk"":114,""HomeArt"":77,""Optima"":58,""PixelWay"":119,""Vertex"":66}",46256.07,"[162,84,150,678,382,376,648,844,364,986]",2026-01-27T16:15:27+00:00
140,2026-02-05T03:38:41+00:00,"{""1"":39,""11"":20,""14"":26,""16"":160,""17"":104,""3"":116,""6"":110}","{""Aster"":94,""Lira"":79,""NordLine"":81,""Terra"":51,""Volna"":50}",15542.89,"[781,471,551,625,774,490,955,131]",2026-02-10T13:33:33+00:00
141,2026-01-01T14:52:24+00:00,"{""10"":21,""13"":150,""20"":148,""22"":39}","{""Lumen"":85,""Optima"":111,""PixelWay"":93,""TrueSound"":30,""UrbanFit"":67}",,"[889,285,979,104,392,210,556,627,1149,633,260,936]",2025-12-26T17:39:35+00:00
142,2026-01-31T05:27:22+00:00,"{""15"":156,""21"":128,""24"":136}","{""CleverBee"":44,""NordLine"":47,""Optima"":106}",52650.16,"[551,732,306,1107,393,226,270,779,804,442,201,419]",2026-02-18T11:40:49+00:00
143,2025-12-06T16:34:10+00:00,"{""17"":142,""21"":19,""23"":4,""7"":75}","{""Foxly"":40,""PrimeTech"":14,""Rivex"":112,""Volna"":31}",15709.60,"[978,965,467,398,539,96,320,173,576,419,753]",2026-01-13T09:12:52+00:00
144,2025-12-18T04:15:42+00:00,"{""10"":113,""11"":92,""17"":91}","{""MobiPro"":115,""Neonix"":13}",,"[1122,875,1197,768,733,1172,1010,247,259,1032]",2026-02-25T09:07:26+00:00
145,2026-01-15T06:05:43+00:00,"{""1"":84,""13"":159,""21"":64}","{""Foxly"":108,""HomeArt"":87,""Smarton"":3,""UrbanFit"":101}",52058.12,"[123,1039,686,290,1010,1040,862,130,522,847]",2026-01-28T15:39:56+00:00
146,2026-02-06T07:33:38+00:00,"{""13"":105,""19"":135,""21"":5,""23"":40,""7"":30}","{""Aster"":9,""NordLine"":48,""Rivex"":42,""SilverBox"":35,""Volna"":37}",57026.68,"[370,396,69,1013,239,826,30]",2026-02-20T03:20:07+00:00
147,2025-12-27T18:07:53+00:00,"{""1"":47,""17"":4,""19"":84,""7"":42,""8"":40,""9"":146}","{""Aster"":17,""Futura"":107,""Lumen"":25,""MobiPro"":76,""UrbanFit"":105}",41645.01,"[918,1061,815,686,742,638,979,135,4,531]",2026-01-21T09:44:58+00:00
148,2026-02-08T21:06:39+00:00,"{""14"":144,""18"":149,""2"":157,""5"":156,""8"":69,""9"":64}","{""Futura"":101,""Lira"":67,""Orion"":49,""Terra"":25,""Volna"":20}",46049.46,"[286,314,1042,34,668]",2026-02-24T13:59:43+00:00
149,2025-12-11T14:43:05+00:00,"{""11"":29,""12"":92,""15"":85,""16"":108,""19"":138,""6"":84,""8"":57}","{""CleverBee"":30,""Foxly"":113,""PixelWay"":89,""SilverBox"":74,""TrueSound"":45}",39945.92,"[716,558,985,25,619,560,1032,1066,821]",2026-02-27T17:50:37+00:00
150,2026-02-01T17:25:04+00:00,"{""14"":112,""16"":24,""19"":35,""21"":148,""24"":98}","{""AquaLeaf"":116,""Crafto"":73,""PrimeTech"":38,""Rivex"":96,""UrbanFit"":107}",37496.92,"[819,69,726,154,521,366]",2026-02-14T15:50:33+00:00
151,2026-01-24T08:02:03+00:00,"{""17"":48,""2"":16,""22"":39}","{""Foxly"":46,""Futura"":23,""MobiPro"":67,""Neonix"":108,""Optima"":86,""Volna"":86}",38053.35,"[1046,794,148,1026,45,234,387]",2026-02-27T05:21:36+00:00
152,2026-02-18T22:58:06+00:00,"{""10"":136,""15"":78,""18"":154,""21"":35}","{""AquaLeaf"":76,""Brisk"":19,""Lumen"":23,""Neonix"":108,""SilverBox"":94}",36579.03,"[964,25,835,41,1076,69,987,390,255,953,113,568]",2026-02-24T04:40:27+00:00
153,2026-02-23T04:44:31+00:00,"{""14"":62,""17"":31,""23"":72}","{""MobiPro"":48,""Terra"":19,""Volna"":56}",,"[1039,608,665,170,523,335]",2026-02-16T08:40:16+00:00
154,2026-02-20T00:03:59+00:00,"{""11"":104,""16"":96,""18"":154,""20"":136,""3"":143,""4"":155,""7"":144}","{""Brisk"":39,""Neonix"":68,""SilverBox"":87,""Terra"":57,""Vertex"":111}",12370.01,"[1096,1158,636,821,501,1028,134,455,349,537]",
155,2025-12-04T02:22:49+00:00,"{""12"":142,""14"":9,""15"":106,""21"":27,""23"":37,""24"":77,""9"":143}","{""Futura"":96,""Lira"":79,""SilverBox"":44,""TrueSound"":24}",32816.72,"[1175,924,733,157,336,447,189,1001,675,625,102]",2026-02-02T09:23:54+00:00
156,2026-01-26T05:05:03+00:00,"{""15"":112,""21"":100,""7"":58}","{""SilverBox"":34,""TrueSound"":76,""UrbanFit"":107,""Vertex"":34}",59393.03,"[334,795,132,118,1090,939,164,49]",2026-01-19T18:30:59+00:00
157,2026-01-28T02:53:18+00:00,"{""13"":57,""15"":60,""17"":128,""20"":46,""23"":60,""6"":27,""8"":143}","{""Neonix"":73,""SilverBox"":45,""UrbanFit"":57}",7137.76,"[847,149,92,543,600,205]",2026-02-04T11:46:56+00:00
158,2025-12-02T11:41:00+00:00,"{""11"":10,""14"":104,""20"":126,""23"":112,""3"":115,""6"":55}","{""PrimeTech"":36,""SilverBox"":11}",12864.88,"[1147,60,517,270,460,25,914,552]",2026-02-15T09:40:03+00:00
159,2026-02-18T08:48:35+00:00,"{""1"":96,""16"":61,""19"":56,""20"":20,""7"":56,""8"":26,""9"":157}","{""Brisk"":19,""Futura"":61,""NordLine"":65,""SilverBox"":71,""Terra"":51}",52753.34,"[320,874,279,968,922]",
160,2026-02-10T05:10:10+00:00,"{""1"":101,""16"":68,""22"":102,""5"":128,""6"":74}","{""Aster"":103,""Foxly"":60,""Futura"":11}",1714.29,"[452,575,460,680,340,385]",2026-02-18T20:31:37+00:00
161,2026-01-25T06:11:51+00:00,"{""12"":97,""13"":53,""8"":95}","{""AquaLeaf"":11,""PixelWay"":91,""Vertex"":73}",7553.32,"[1156,859,41,412,1021,141,7,704,885,460,947,661]",2026-02-19T20:27:03+00:00
162,2026-02-17T21:28:12+00:00,"{""1"":18,""2"":49,""4"":93,""5"":120,""7"":37,""9"":90}","{""Brisk"":42,""Neonix"":30,""Rivex"":53,""Terra"":44}",2443.07,"[1182,188,196,73,1141,966,239,277,628,285,755]",2026-02-18T00:13:19+00:00
163,2026-02-02T03:16:55+00:00,"{""10"":156,""17"":108,""2"":47,""22"":139,""24"":99,""7"":91,""8"":127}","{""Brisk"":107,""PixelWay"":3,""Smarton"":61,""Terra"":3,""UrbanFit"":34,""Vertex"":94}",,"[284,200,737,68,443,559,298,575]",2026-02-13T10:33:13+00:00
164,2026-02-19T11:27:08+00:00,"{""14"":37,""15"":121,""17"":121,""19"":62,""20"":123,""23"":157}","{""Foxly"":41,""Neonix"":39,""Smarton"":9,""UrbanFit"":50,""Volna"":48}",49964.83,"[464,1167,29,737,867]",2026-02-18T10:14:14+00:00
165,2025-12-30T07:49:07+00:00,"{""15"":82,""2"":21,""20"":159,""21"":52,""4"":116,""6"":28}","{""CleverBee"":112,""Lumen"":19,""Optima"":72,""PixelWay"":43}",36605.42,"[212,376,1089,1026,334,723,636,1153]",2026-02-12T16:44:51+00:00
166,2026-02-26T04:58:45+00:00,"{""11"":58,""18"":100,""20"":36,""24"":135,""3"":77,""6"":159,""7"":7}","{""CleverBee"":106,""Foxly"":26,""Futura"":91,""Optima"":50,""TrueSound"":25}",58044.24,"[703,1141,358,893,183,431]",2026-02-20T03:17:24+00:00
167,2025-12-12T11:34:11+00:00,"{""20"":39,""23"":118,""5"":84}","{""CleverBee"":8,""Lira"":102,""MobiPro"":22,""Vertex"":34,""Volna"":20}",53674.58,"[780,320,1147,159,130,947,1065,195,1054]",2025-12-15T05:00:21+00:00
168,2025-12-29T19:39:37+00:00,"{""12"":91,""17"":11,""8"":48}","{""Foxly"":108,""HomeArt"":52,""MobiPro"":29,""PrimeTech"":13,""Rivex"":12,""Terra"":5}",38397.01,"[796,815,854,191,946,1128,868,1133,993,135,931]",2026-02-05T14:30:59+00:00
169,2026-01-05T22:25:04+00:00,"{""12"":101,""14"":159,""18"":85,""23"":52,""4"":84,""5"":160,""7"":111}","{""Crafto"":36,""MobiPro"":4,""Neonix"":60,""UrbanFit"":96}",9908.40,"[835,319,728,1099,958]",2026-02-02T09:38:03+00:00
170,2025-12-21T15:01:50+00:00,"{""13"":29,""18"":42,""5"":112}","{""HomeArt"":50,""Lumen"":93,""NordLine"":16,""Orion"":102}",55288.59,"[1089,971,221,1095,214,1107,1175]",2025-12-15T23:23:20+00:00
171,2025-12-08T05:45:59+00:00,"{""1"":107,""20"":76,""22"":129,""23"":11,""4"":84,""8"":48}","{""NordLine"":74,""PixelWay"":32,""PrimeTech"":58,""Rivex"":114,""UrbanFit"":10}",15193.05,"[286,686,1097,766,906,900,1081,1152,74,549]",2025-12-12T20:17:20+00:00
172,2025-12-30T03:16:39+00:00,"{""14"":55,""17"":39,""18"":25,""21"":119,""22"":120,""6"":12}","{""Futura"":92,""Lira"":92,""Optima"":26,""Rivex"":7,""Vertex"":92}",,"[770,254,238,1140,449,273,365]",2026-01-08T18:22:50+00:00
173,2026-01-01T11:30:41+00:00,"{""15"":111,""16"":159,""19"":7,""23"":78}","{""CleverBee"":67,""MobiPro"":87,""NordLine"":92}",32317.51,"[287,175,530,146,211,520,1188,655,935,708,272,335]",2026-01-31T17:47:57+00:00
174,2026-01-28T21:02:18+00:00,"{""15"":71,""23"":160,""24"":153,""5"":9}","{""Foxly"":55,""Futura"":45,""Neonix"":16,""PrimeTech"":23,""UrbanFit"":89}",28464.35,"[73,440,461,539,919,413,684,797,781,126,1036]",2026-02-25T09:15:10+00:00
175,2026-02-18T17:46:28+00:00,"{""10"":66,""12"":11,""18"":133,""22"":157,""4"":149,""7"":110,""9"":107}","{""CleverBee"":28,""Terra"":36,""UrbanFit"":44}",47105.85,"[1102,223,530,100,717,346,877]",2026-02-19T21:32:22+00:00
176,2026-01-10T17:44:20+00:00,"{""10"":69,""13"":41,""3"":117,""9"":114}","{""AquaLeaf"":13,""Aster"":61,""Lumen"":61,""TrueSound"":39,""Vertex"":61}",34309.78,"[889,279,392,1165,374,607,1083]",2026-01-16T05:34:24+00:00
177,2025-12-19T20:41:05+00:00,"{""21"":61,""24"":92,""4"":24,""7"":103}","{""AquaLeaf"":59,""Brisk"":106,""TrueSound"":2}",33014.90,"[572,528,370,523,562,428,223,783]",2026-01-22T04:09:46+00:00
178,2026-03-01T23:41:47+00:00,"{""10"":31,""23"":144,""5"":105,""7"":135,""9"":136}","{""CleverBee"":108,""SilverBox"":45,""TrueSound"":56}",35095.54,"[283,418,519,970,496,35,929,571,423,1054]",2026-02-27T12:03:00+00:00
179,2026-02-27T21:12:58+00:00,"{""18"":126,""19"":68,""24"":95,""3"":108}","{""Aster"":50,""Futura"":76,""Lumen"":42,""PixelWay"":54}",,"[996,439,731,270,1047,11,353,188,566]",2026-02-25T10:26:24+00:00
180,2025-12-03T08:30:03+00:00,"{""10"":97,""13"":129,""3"":25,""4"":75,""7"":107}","{""Brisk"":113,""Lumen"":32,""PrimeTech"":90,""SilverBox"":84,""UrbanFit"":49}",52302.07,"[27,1184,212,846,15,44,775,178,1118,675,930]",2026-02-27T01:11:18+00:00
181,2026-01-16T19:16:22+00:00,"{""20"":14,""24"":77,""8"":160}","{""Brisk"":102,""CleverBee"":13,""Lira"":52,""PrimeTech"":67,""Volna"":93}",2117.62,"[722,684,71,266,1190,1118,377,482,509,432]",2026-02-18T19:11:36+00:00
182,2026-02-04T13:23:22+00:00,"{""12"":147,""24"":7,""3"":40,""8"":160}","{""Brisk"":27,""Lira"":120}",56310.30,"[699,1090,518,1010,836,421,1033,525,786,813,218,843]",2026-02-20T19:59:22+00:00
183,2026-01-07T04:10:51+00:00,"{""12"":14,""17"":85,""24"":61,""5"":46,""8"":30}","{""Brisk"":49,""Lumen"":69,""NordLine"":109,""TrueSound"":48,""UrbanFit"":107}",30981.23,"[823,330,449,571,123,13,1110,223,632,523]",2026-01-15T15:06:30+00:00
184,2025-12-17T18:17:21+00:00,"{""14"":60,""16"":152,""17"":56,""20"":100,""7"":146,""9"":53}","{""MobiPro"":87,""SilverBox"":32}",6157.51,"[753,1127,1197,92,960,355,703,1146]",2026-02-22T17:42:10+00:00
185,2026-02-25T09:28:39+00:00,"{""12"":10,""15"":19,""3"":76,""6"":92,""9"":160}","{""HomeArt"":4,""NordLine"":73,""Orion"":48,""TrueSound"":67,""Volna"":31}",19766.33,"[644,1045,285,348,460,161,1020,914]",2026-02-28T14:23:56+00:00
186,2026-01-10T23:34:02+00:00,"{""14"":122,""18"":103,""19"":102,""21"":70,""23"":39,""9"":19}","{""Aster"":62,""CleverBee"":117,""Crafto"":5,""HomeArt"":83,""Lira"":3,""Orion"":86}",8129.40,"[845,302,696,23,535,774,768,1121,514,1098,38,90]",2026-02-15T21:58:56+00:00
187,2026-02-26T06:24:53+00:00,"{""1"":50,""15"":88,""16"":127,""22"":77,""4"":38,""7"":41}","{""Aster"":30,""Crafto"":103,""Vertex"":55}",61309.39,"[851,613,706,816,177]",2026-02-28T01:37:17+00:00
188,2026-01-31T14:01:49+00:00,"{""1"":124,""20"":138,""21"":59}","{""Brisk"":87,""Crafto"":63,""Futura"":40}",30987.59,"[872,1100,436,1039,200,636,751,752,620,499]",2026-02-14T04:02:50+00:00
189,2026-01-06T02:43:08+00:00,"{""17"":60,""2"":120,""21"":107,""22"":130,""7"":91}","{""Aster"":7,""Rivex"":101,""SilverBox"":68,""Vertex"":34}",29499.99,"[1124,699,670,1128,1117,580,400]",2026-03-01T09:26:13+00:00
190,2025-12-24T17:19:39+00:00,"{""1"":132,""14"":146,""15"":7,""17"":150,""21"":51,""23"":124,""9"":4}","{""AquaLeaf"":91,""Aster"":26,""Neonix"":2,""PrimeTech"":4,""Rivex"":31}",4266.16,"[147,814,1023,168,427,480,752,492,919]",2026-01-04T12:01:53+00:00
191,2026-01-11T18:52:55+00:00,"{""19"":35,""24"":108,""4"":150,""5"":41,""8"":142}","{""Futura"":50,""Lumen"":23,""NordLine"":63,""Rivex"":88,""TrueSound"":50}",2860.61,"[259,136,950,804,215,331]",2026-02-27T13:13:55+00:00
192,2025-12-28T01:37:38+00:00,"{""14"":46,""16"":158,""17"":7,""18"":14}","{""Lira"":70,""Rivex"":88,""Smarton"":91,""Volna"":30}",21438.77,"[1008,333,766,890,429,733,1145,86]",
193,2026-01-13T08:00:27+00:00,"{""11"":160,""15"":89,""17"":15,""20"":65,""23"":134}","{""Lumen"":23,""Neonix"":73,""Rivex"":48,""TrueSound"":26,""Vertex"":97}",13854.15,"[138,993,348,1051,562,801,390,111,233,135,741,527]",2026-02-01T20:13:59+00:00
194,2025-12-22T21:57:58+00:00,"{""1"":28,""18"":128,""2"":49,""22"":41,""4"":33,""9"":128}","{""Foxly"":62,""HomeArt"":92,""Orion"":27}",48954.42,"[426,1144,217,432,769]",2026-02-23T01:42:47+00:00
195,2025-12-03T06:00:26+00:00,"{""13"":127,""18"":72,""19"":4,""4"":39,""5"":121,""9"":63}","{""HomeArt"":89,""Lumen"":57,""Orion"":52,""PixelWay"":6}",16230.83,"[343,140,33,911,387,1031,811,133,761]",2025-12-17T12:06:42+00:00
196,2025-12-26T13:52:07+00:00,"{""1"":123,""15"":153,""16"":87,""2"":104,""22"":130,""4"":91}","{""Aster"":21,""Brisk"":56,""PrimeTech"":5,""Rivex"":47,""Terra"":100}",39511.07,"[299,756,818,229,8,1061,44,273]",2026-01-26T17:27:47+00:00
197,2026-02-21T05:08:18+00:00,"{""1"":64,""16"":80,""17"":130,""21"":77,""24"":144,""5"":104}","{""CleverBee"":53,""Crafto"":78,""Foxly"":72,""TrueSound"":110,""Vertex"":35}",53039.22,"[366,75,54,947,613,1165,619,1084,655,765,164,35]",2026-02-14T07:01:54+00:00
198,2025-12-25T05:39:08+00:00,"{""16"":115,""2"":89,""3"":23,""8"":159,""9"":100}","{""Lumen"":112,""Neonix"":11,""UrbanFit"":38}",53026.08,"[362,737,473,750,163,146,350,992,938,330,572]",2026-02-03T14:25:08+00:00
199,2026-01-30T23:13:35+00:00,"{""1"":91,""11"":5,""15"":148,""22"":124,""3"":159,""5"":140}","{""Crafto"":49,""Lira"":99,""Lumen"":18,""NordLine"":7,""UrbanFit"":13,""Vertex"":62}",11107.03,"[1189,300,652,575,1193,328,543,270]",2026-01-24T05:08:47+00:00
200,2025-12-19T19:45:29+00:00,"{""14"":137,""15"":28,""19"":90,""21"":56,""6"":107,""7"":56}","{""AquaLeaf"":67,""Lumen"":66,""NordLine"":13}",25377.00,"[430,485,516,875,362,386,1023,874]",2026-02-24T18:35:10+00:00
201,2026-02-21T09:43:49+00:00,"{""15"":11,""21"":129,""5"":96,""8"":30}","{""Aster"":112,""Lumen"":22,""MobiPro"":88,""NordLine"":3,""Rivex"":38,""TrueSound"":76}",60988.74,"[580,44,1164,452,960,696,572]",2026-02-21T05:39:06+00:00
202,2026-01-16T17:25:23+00:00,"{""1"":21,""11"":112,""23"":22}","{""PixelWay"":36,""Vertex"":51}",,"[947,1058,51,1085,645,152,262,234,557,647,1126,1136]",2026-01-26T09:55:33+00:00
203,2026-02-02T17:22:52+00:00,"{""11"":137,""14"":45,""16"":6,""18"":118,""3"":24,""9"":110}","{""Brisk"":2,""Orion"":27,""PixelWay"":45,""Rivex"":44,""SilverBox"":109,""Terra"":31}",41200.44,"[212,192,253,471,1063,293,155,348]",2026-02-17T21:01:14+00:00
204,2025-12-03T17:58:55+00:00,"{""16"":159,""19"":100,""2"":109,""5"":58}","{""Neonix"":14,""Optima"":103,""PrimeTech"":45,""Vertex"":25}",23131.75,"[799,6,570,1154,441,751,767,739,621,12,1093]",2026-02-07T15:46:07+00:00
205,2025-12-22T19:05:22+00:00,"{""17"":93,""23"":31,""5"":42,""8"":71}","{""Lumen"":8,""PixelWay"":26,""Smarton"":37,""Terra"":39,""UrbanFit"":55}",13732.46,"[1014,1190,1004,929,130,441,231,517,775,849,950,351]",2026-01-20T12:56:19+00:00
206,2025-12-16T01:52:32+00:00,"{""1"":84,""21"":135,""3"":92,""7"":5}","{""AquaLeaf"":114,""CleverBee"":24,""Crafto"":21,""Foxly"":75,""Futura"":115,""PrimeTech"":72}",21500.20,"[753,707,828,383,1175,661]",2026-02-09T06:16:15+00:00
